asv	sum.taxonomy	identificationRemarks
11	asv.11	Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Viridiplantae;Prasinodermophyta;Prasinodermophyceae;Prasinodermales;Prasinodermaceae;Prasinoderma;Prasinoderma_coloniale, confidences 0.99;0.16;0.09;0.09;0.09;0.09;0.09;0.09. No VSEARCH hits at 0.97 identity.
12	asv.12	Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Arthropoda;Pycnogonida;Pantopoda;Ammotheidae;Ascorhynchus;Ascorhynchus_japonicus, confidences 1;0.7;0.56;0.03;0.03;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.
13	asv.13	Eukaryota;Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Annelida;Polychaeta;Eunicida;Eunicidae;Eunice;Eunice_filamentosa_complex_BR, confidences 1;0.99;0.49;0.41;0.14;0.14;0.13;0.1. No VSEARCH hits at 0.97 identity.
14	asv.14	Eukaryota;Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Arthropoda;Insecta;Coleoptera;Leiodidae;Bathysciola;Bathysciola_fabiolae, confidences 1;0.92;0.67;0.51;0.27;0.07;0.06;0.05. No VSEARCH hits at 0.97 identity.
15	asv.15	Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;undef_Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Pseudo-nitzschia;Pseudo-nitzschia_lineola, confidences 1;0.67;0.52;0.28;0.21;0.21;0.2;0.06. No VSEARCH hits at 0.97 identity.
16	asv.16	Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;Paracalanidae;Paracalanus;Paracalanus_aculeatus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;Paracalanidae;Paracalanus;Paracalanus_aculeatus, confidences 1;1;1;1;1;1;1;1. Confirmation with VSEARCH against the COI_ncbi_1_50000 database at 0.97 similarity: hits KC784344,EU856801,KC287770,MN690113,KC732175,KC732167,KC732166,KC732152,KC732141,KC732111, identities 100,100,100,100,99.7,99.7,99.7,99.7,99.7,99.7, taxonomy Paracalanus_aculeatus,Paracalanus_parvus,Paracalanus_aculeatus,zooplankton_environmental_sample,zooplankton_environmental_sample,zooplankton_environmental_sample,zooplankton_environmental_sample,zooplankton_environmental_sample,zooplankton_environmental_sample,zooplankton_environmental_sample, consensus Eukaryota;zooplankton_environmental_sample.
17	asv.17	Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;undef_Eukaryota;Rhodophyta;Florideophyceae;Ceramiales;Rhodomelaceae;Polysiphonia;Polysiphonia_bajacali, confidences 1;0.55;0.45;0.45;0.15;0.14;0.12;0.11. No VSEARCH hits at 0.97 identity.
18	asv.18	Eukaryota;Metazoa;Cnidaria;Hydrozoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Cnidaria;Hydrozoa;Anthoathecata;Bougainvilliidae;Bougainvillia;Bougainvillia_vervoorti, confidences 1;0.94;0.88;0.88;0.69;0.61;0.48;0.43. No VSEARCH hits at 0.97 identity.
19	asv.19	Eukaryota;undef_Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Skeletonemataceae;Skeletonema	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;undef_Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Skeletonemataceae;Skeletonema;Skeletonema_subsalsum, confidences 1;1;1;1;0.96;0.96;0.96;0.49. No VSEARCH hits at 0.97 identity.
20	asv.20	Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;undef_Eukaryota;Oomycota;undef_Oomycota;Peronosporales;Peronosporaceae;Phytophthora;Phytophthora_sulawesiensis, confidences 1;0.71;0.27;0.27;0.13;0.13;0.11;0.05. No VSEARCH hits at 0.97 identity.
21	asv.21	Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;undef_Eukaryota;undef_undef_Eukaryota;Phaeophyceae;undef_Phaeophyceae;undef_undef_Phaeophyceae;Bachelotia;Bachelotia_antillarum, confidences 1;0.58;0.26;0.19;0.08;0.08;0.08;0.08. No VSEARCH hits at 0.97 identity.
22	asv.22	Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;undef_Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Pseudo-nitzschia;Pseudo-nitzschia_lineola, confidences 1;0.63;0.45;0.22;0.13;0.13;0.11;0.07. No VSEARCH hits at 0.97 identity.
23	asv.23	Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Viridiplantae;Streptophyta;Magnoliopsida;Zingiberales;Musaceae;Ensete;Ensete_glaucum, confidences 1;0.13;0.12;0.08;0.03;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.
24	asv.24	Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;Paracalanidae;Bestiolina;Bestiolina_brasiliensis, confidences 1;1;0.98;0.89;0.87;0.53;0.49;0.34. No VSEARCH hits at 0.97 identity.
25	asv.25	Eukaryota;Viridiplantae;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas_green_algae;Micromonas_pusilla	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Viridiplantae;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas_green_algae;Micromonas_pusilla, confidences 1;1;1;1;1;1;1;1. Confirmation with VSEARCH against the COI_ncbi_1_50000 database at 0.97 similarity: hits AY955049, identities 99.4, taxonomy Micromonas_pusilla, consensus Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas_pusilla.
26	asv.26	Eukaryota;Metazoa;Arthropoda	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;Paracalanidae;Parvocalanus;Parvocalanus_crassirostris, confidences 1;1;0.99;0.64;0.62;0.43;0.39;0.39. No VSEARCH hits at 0.97 identity.
27	asv.27	Eukaryota;Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Annelida;Polychaeta;Phyllodocida;Chrysopetalidae;Chrysopetalum;Chrysopetalum_occidentale, confidences 1;0.98;0.07;0.05;0.02;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.
28	asv.28	Eukaryota;Metazoa;Cnidaria;Hydrozoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Cnidaria;Hydrozoa;Leptothecata;Obeliidae;Obelia;Obelia_dichotoma, confidences 1;1;0.97;0.97;0.69;0.47;0.47;0.4. No VSEARCH hits at 0.97 identity.
29	asv.29	Eukaryota;Metazoa;Annelida;Polychaeta;Eunicida;Eunicidae;Marphysa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Annelida;Polychaeta;Eunicida;Eunicidae;Marphysa;Marphysa_viridis, confidences 1;1;0.86;0.85;0.85;0.8;0.8;0.43. No VSEARCH hits at 0.97 identity.
30	asv.30	Eukaryota;Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Cnidaria;Hydrozoa;Narcomedusae;Tetraplatiidae;Tetraplatia;Tetraplatia_volitans, confidences 1;0.81;0.27;0.26;0.1;0.1;0.1;0.1. No VSEARCH hits at 0.97 identity.
31	asv.31	Eukaryota;undef_Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;undef_Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Skeletonemataceae;Skeletonema;Skeletonema_subsalsum, confidences 1;0.87;0.77;0.77;0.74;0.7;0.7;0.46. No VSEARCH hits at 0.97 identity.
32	asv.32	Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Viridiplantae;Chlorophyta;Mamiellophyceae;Dolichomastigales;Dolichomastigaceae;Dolichomastix_green_algae;Dolichomastix_tenuilepis, confidences 1;0.05;0.04;0.04;0.04;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.
33	asv.33	Eukaryota;Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Arthropoda;Insecta;Odonata;Megapodagrionidae;Heteropodagrion;Heteropodagrion_sanguinipes, confidences 1;0.99;0.34;0.2;0.02;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.
34	asv.34	Eukaryota;Metazoa;Arthropoda;Malacostraca;Decapoda;Penaeidae;Penaeus;Penaeus_indicus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Arthropoda;Malacostraca;Decapoda;Penaeidae;Penaeus;Penaeus_indicus, confidences 1;1;1;1;1;1;1;0.92. Confirmation with VSEARCH against the COI_ncbi_1_50000 database at 0.97 similarity: hits KM349368,KC409393,MT986018,MT438423,KM349366,KM349363,KM349360,KM349358,KM349355,KM349350, identities 100,100,100,100,99.7,99.7,99.7,99.7,99.7,99.7, taxonomy Penaeus_indicus,Penaeus_indicus,Penaeus_penicillatus,Penaeus_indicus,Penaeus_indicus,Penaeus_indicus,Penaeus_indicus,Penaeus_indicus,Penaeus_indicus,Penaeus_indicus, consensus Eukaryota;Arthropoda;Malacostraca;Decapoda;Penaeidae;Penaeus;Penaeus_indicus.
35	asv.35	Eukaryota;undef_Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;undef_Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Skeletonemataceae;Skeletonema;Skeletonema_subsalsum, confidences 1;0.93;0.74;0.68;0.54;0.54;0.54;0.45. No VSEARCH hits at 0.97 identity.
36	asv.36	Eukaryota;undef_Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;undef_Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Skeletonemataceae;Skeletonema;Skeletonema_subsalsum, confidences 1;0.97;0.79;0.73;0.61;0.61;0.61;0.53. No VSEARCH hits at 0.97 identity.
37	asv.37	Eukaryota;Metazoa;Arthropoda	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Arthropoda;Insecta;Diptera;Drosophilidae;Drosophila_flies_genus;Drosophila_clavisetae, confidences 1;1;0.81;0.44;0.12;0.05;0.05;0.03. Confirmation with VSEARCH against the COI_ncbi_1_50000 database at 0.97 similarity: hits MN690160, identities 99.4, taxonomy Arthropoda_sp._ZP317, consensus Eukaryota;Arthropoda;Arthropoda_sp._ZP317.
38	asv.38	Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Chordata;Ascidiacea;Phlebobranchia;Perophoridae;Perophora;Perophora_sagamiensis, confidences 1;0.16;0.13;0.13;0.13;0.13;0.13;0.13. No VSEARCH hits at 0.97 identity.
39	asv.39	Eukaryota;Metazoa;Arthropoda	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;Paracalanidae;Parvocalanus;Parvocalanus_crassirostris, confidences 1;0.99;0.99;0.71;0.71;0.55;0.46;0.46. No VSEARCH hits at 0.97 identity.
40	asv.40	Eukaryota;Metazoa;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;1;1;1;1;1;1;1. Confirmation with VSEARCH against the COI_ncbi_1_50000 database at 0.97 similarity: hits JN648827,KX079703,KM101965,KM101903,EF657507,MH176334,KM435117,KP410260,KP410258,JN167833, identities 100,100,100,100,100,100,100,100,100,100, taxonomy Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Lasioderma_serricorne,Trogoderma_yunnaeunsis,Prostephanus_truncatus,Parorphula_graminea, consensus Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens.
41	asv.41	Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Viridiplantae;Chlorophyta;Mamiellophyceae;Dolichomastigales;Dolichomastigaceae;Dolichomastix_green_algae;Dolichomastix_tenuilepis, confidences 1;0.11;0.09;0.09;0.09;0.09;0.09;0.09. No VSEARCH hits at 0.97 identity.
42	asv.42	Eukaryota;Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Nematoda;Chromadorea;Rhabditida;Oxyuridae;Syphacia;Syphacia_agraria, confidences 0.99;0.82;0.15;0.15;0.15;0.15;0.15;0.12. No VSEARCH hits at 0.97 identity.
43	asv.43	Eukaryota;Metazoa;Arthropoda;Hexanauplia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;Calocalanidae;Calocalanus;Calocalanus_styliremis, confidences 1;1;1;0.82;0.79;0.22;0.22;0.19. No VSEARCH hits at 0.97 identity.
44	asv.44	Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;undef_Eukaryota;Oomycota;undef_Oomycota;Pythiales;Pythiogetonaceae;Pythiogeton;Pythiogeton_zeae, confidences 1;0.39;0.14;0.14;0.05;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.
45	asv.45	Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;Tortanidae;Tortanus;Tortanus_forcipatus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;Tortanidae;Tortanus;Tortanus_forcipatus, confidences 1;1;1;0.94;0.93;0.84;0.84;0.84. No VSEARCH hits at 0.97 identity.
46	asv.46	Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Cnidaria;Hydrozoa;Siphonophorae;Prayidae;Praya;Praya_reticulata, confidences 1;0.42;0.16;0.13;0.07;0.06;0.06;0.04. No VSEARCH hits at 0.97 identity.
47	asv.47	Eukaryota;Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Arthropoda;Insecta;Hymenoptera;Formicidae;Stenamma;Stenamma_exasperatum, confidences 1;1;0.65;0.53;0.12;0.1;0.04;0.04. No VSEARCH hits at 0.97 identity.
48	asv.48	Eukaryota;Metazoa;Mollusca;Gastropoda	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Mollusca;Gastropoda;undef_Gastropoda;Potamididae;Pirenella;Pirenella_cingulata, confidences 1;1;0.96;0.96;0.48;0.46;0.44;0.42. No VSEARCH hits at 0.97 identity.
49	asv.49	Eukaryota;Metazoa;Arthropoda	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;Aetideidae;Chiridius;Chiridius_gracilis, confidences 1;1;0.96;0.3;0.28;0.19;0.13;0.13. No VSEARCH hits at 0.97 identity.
50	asv.50	Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Arthropoda;Insecta;Coleoptera;Buprestidae;Anthaxia;Anthaxia_melancholica, confidences 1;0.58;0.35;0.24;0.14;0.07;0.04;0.04. No VSEARCH hits at 0.97 identity.
51	asv.51	Eukaryota;Metazoa;Arthropoda	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Arthropoda;Insecta;Coleoptera;Staphylinidae;Atheta;Atheta_kochi, confidences 1;0.99;0.84;0.55;0.16;0;0;0. No VSEARCH hits at 0.97 identity.
52	asv.52	Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;Paracalanidae;Parvocalanus;Parvocalanus_crassirostris	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;Paracalanidae;Parvocalanus;Parvocalanus_crassirostris, confidences 1;1;1;1;1;1;1;1. Confirmation with VSEARCH against the COI_ncbi_1_50000 database at 0.97 similarity: hits MK387708,KT119520, identities 100,99.7, taxonomy Parvocalanus_crassirostris,Parvocalanus_crassirostris, consensus Eukaryota;Arthropoda;Hexanauplia;Calanoida;Paracalanidae;Parvocalanus;Parvocalanus_crassirostris.
53	asv.53	Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;undef_Eukaryota;undef_undef_Eukaryota;Phaeophyceae;Ectocarpales;Chordariaceae;Cladosiphon;Cladosiphon_umezakii, confidences 1;0.75;0.15;0.13;0.1;0.1;0.07;0.07. No VSEARCH hits at 0.97 identity.
54	asv.54	Eukaryota;Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Annelida;Polychaeta;Phyllodocida;Chrysopetalidae;Chrysopetalum;Chrysopetalum_occidentale, confidences 1;0.99;0.09;0.07;0.04;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.
55	asv.55	Eukaryota;undef_Eukaryota;undef_undef_Eukaryota;Dinophyceae;Gonyaulacales	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;undef_Eukaryota;undef_undef_Eukaryota;Dinophyceae;Gonyaulacales;Amphidomataceae;Azadinium;Azadinium_poporum, confidences 1;1;1;1;0.9;0.29;0.29;0.29. Confirmation with VSEARCH against the COI_ncbi_1_50000 database at 0.97 similarity: hits GQ501817,HM236193,GQ501833,LC150744,GQ501828,GQ501787,GQ501610,GQ501538,GQ501730,GQ501711, identities 100,99.4,99.4,99.4,99.1,99.1,99.1,99.1,98.7,98.7, taxonomy uncultured_dinoflagellate,uncultured_dinoflagellate,uncultured_dinoflagellate,Margalefidinium_polykrikoides,uncultured_dinoflagellate,uncultured_dinoflagellate,uncultured_dinoflagellate,uncultured_dinoflagellate,uncultured_dinoflagellate,uncultured_dinoflagellate, consensus Eukaryota;Dinophyceae;uncultured_dinoflagellate.
56	asv.56	Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;undef_Eukaryota;Oomycota;undef_Oomycota;Pythiales;Pythiaceae;Pythium;Pythium_pectinolyticum, confidences 1;0.21;0.12;0.12;0.08;0.08;0.05;0. No VSEARCH hits at 0.97 identity.
57	asv.57	Eukaryota;Metazoa;Cnidaria;Hydrozoa;Leptothecata;Clytiidae;Clytia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Cnidaria;Hydrozoa;Leptothecata;Clytiidae;Clytia;Clytia_gracilis, confidences 1;1;0.98;0.98;0.95;0.83;0.83;0.72. No VSEARCH hits at 0.97 identity.
58	asv.58	Eukaryota;Viridiplantae;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas_green_algae;Micromonas_pusilla	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Viridiplantae;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas_green_algae;Micromonas_pusilla, confidences 1;1;1;1;1;1;1;1. Confirmation with VSEARCH against the COI_ncbi_1_50000 database at 0.97 similarity: hits AY955049, identities 99, taxonomy Micromonas_pusilla, consensus Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas_pusilla.
59	asv.59	Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;undef_Eukaryota;Bacillariophyta;Mediophyceae;Lithodesmiales;Lithodesmiaceae;Lithodesmium;Lithodesmium_intricatum, confidences 1;0.71;0.53;0.29;0.29;0.29;0.29;0.29. No VSEARCH hits at 0.97 identity.
60	asv.60	Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;undef_Eukaryota;Oomycota;undef_Oomycota;Peronosporales;Peronosporaceae;Phytophthora;Phytophthora_cacuminis, confidences 1;0.72;0.4;0.4;0.23;0.2;0.17;0.17. No VSEARCH hits at 0.97 identity.
61	asv.61	Eukaryota;undef_Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;undef_Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Skeletonemataceae;Skeletonema;Skeletonema_subsalsum, confidences 1;0.82;0.69;0.47;0.47;0.43;0.43;0.39. No VSEARCH hits at 0.97 identity.
62	asv.62	Eukaryota;undef_Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;undef_Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Skeletonemataceae;Skeletonema;Skeletonema_subsalsum, confidences 1;0.84;0.45;0.3;0.25;0.25;0.25;0.23. No VSEARCH hits at 0.97 identity.
63	asv.63	Eukaryota;Metazoa;Arthropoda	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;Paracalanidae;Parvocalanus;Parvocalanus_crassirostris, confidences 1;0.99;0.95;0.56;0.55;0.32;0.2;0.2. No VSEARCH hits at 0.97 identity.
64	asv.64	Eukaryota;Metazoa;Arthropoda	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;Aetideidae;Chiridius;Chiridius_gracilis, confidences 1;0.98;0.97;0.11;0.11;0.07;0.03;0.03. No VSEARCH hits at 0.97 identity.
65	asv.65	Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Porifera;Demospongiae;Tethyida;Hemiasterellidae;Stelligera_sponges;Stelligera_stuposa, confidences 1;0.77;0.15;0.15;0.08;0.08;0.06;0.06. No VSEARCH hits at 0.97 identity.
66	asv.66	Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Arthropoda;Arachnida;Araneae;Agelenidae;Draconarius;Draconarius_altissimus, confidences 1;0.77;0.53;0.31;0.3;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.
