organismQuantity	occurrenceStatus	recordedBy	samplingProtocol	sampleSizeValue	organismQuantityType	sampleSizeUnit	kingdom	phylum	class	order	family	genus	identificationRemarks	scientificName	scientificNameID	taxonRank	occurrenceID	materialSampleID
19279	present	Hugo Gante	eDNA expeditions citizen science sampling	29813	DNA Sequence reads	DNA Sequence reads							Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Porifera;Demospongiae;Suberitida;Halichondriidae;Halichondria;Halichondria_coerulea, confidences 0.92;0.79;0.07;0.07;0.03;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	asv.2268_EE0070	EE0070
17785	present	Hugo Gante	eDNA expeditions citizen science sampling	286974	DNA Sequence reads	DNA Sequence reads	Animalia						Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Arthropoda;Arachnida;Trombidiformes;Eriophyidae;Cecidophyes;Cecidophyes_fibigiae, confidences 1;0.84;0.52;0.13;0.04;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.	Metazoa	urn:lsid:marinespecies.org:taxname:1486573	subkingdom	asv.2558_EE0074	EE0074
17447	present	Hugo Gante	eDNA expeditions citizen science sampling	374528	DNA Sequence reads	DNA Sequence reads							Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;undef_Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Pinnulariaceae;Pinnularia;Pinnularia_acrosphaeria, confidences 1;0.64;0.31;0.16;0.16;0.13;0.13;0.12. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	asv.11_EE0085	EE0085
17057	present	Hugo Gante	eDNA expeditions citizen science sampling	374528	DNA Sequence reads	DNA Sequence reads							Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Viridiplantae;Prasinodermophyta;Prasinodermophyceae;Prasinodermales;Prasinodermaceae;Prasinoderma;Prasinoderma_coloniale, confidences 1;0.06;0.06;0.06;0.06;0.06;0.06;0.06. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	asv.8_EE0085	EE0085
16484	present	Hugo Gante	eDNA expeditions citizen science sampling	53963	DNA Sequence reads	DNA Sequence reads							Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Viridiplantae;Prasinodermophyta;Prasinodermophyceae;Prasinodermales;Prasinodermaceae;Prasinoderma;Prasinoderma_coloniale, confidences 1;0.06;0.06;0.06;0.06;0.06;0.06;0.06. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	asv.8_EE0093	EE0093
13478	present	Hugo Gante	eDNA expeditions citizen science sampling	374528	DNA Sequence reads	DNA Sequence reads							Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;undef_Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Pseudo-nitzschia;Pseudo-nitzschia_lineola, confidences 1;0.75;0.53;0.27;0.16;0.16;0.13;0.09. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	asv.12_EE0085	EE0085
13453	present	Hugo Gante	eDNA expeditions citizen science sampling	27965	DNA Sequence reads	DNA Sequence reads							Identification based on the RDP classifier at the confidence level 0.8: taxonomy Bacteria_bacteria;undef_Bacteria_bacteria;Actinomycetota;Actinomycetes;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces_alkaliphilus, confidences 0.31;0.31;0.28;0.28;0.2;0.2;0.2;0.2. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	asv.13_EE0126	EE0126
12410	present	Hugo Gante	eDNA expeditions citizen science sampling	48027	DNA Sequence reads	DNA Sequence reads	Animalia						Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Chordata;Amphibia;Anura;Megophryidae;Megophrys;Megophrys_flavipunctata, confidences 0.99;0.99;0.21;0.03;0.03;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.	Metazoa	urn:lsid:marinespecies.org:taxname:1486573	subkingdom	asv.14_EE0088	EE0088
11798	present	Hugo Gante	eDNA expeditions citizen science sampling	168198	DNA Sequence reads	DNA Sequence reads	Chromista	Bacillariophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;undef_Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;Thalassiosira_rotula, confidences 0.88;0.84;0.83;0.83;0.83;0.83;0.83;0.83. No VSEARCH hits at 0.97 identity.	Thalassiosira rotula	urn:lsid:marinespecies.org:taxname:148942	species	asv.16_EE0069	EE0069
11443	present	Hugo Gante	eDNA expeditions citizen science sampling	374528	DNA Sequence reads	DNA Sequence reads							Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Viridiplantae;Prasinodermophyta;Prasinodermophyceae;Prasinodermales;Prasinodermaceae;Prasinoderma;Prasinoderma_coloniale, confidences 1;0.11;0.05;0.05;0.05;0.05;0.05;0.05. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	asv.17_EE0085	EE0085
10766	present	Hugo Gante	eDNA expeditions citizen science sampling	105920	DNA Sequence reads	DNA Sequence reads	Animalia	Annelida	Polychaeta		Arenicolidae	Arenicola	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Annelida;Polychaeta;undef_Polychaeta;Arenicolidae;Arenicola;Arenicola_marina, confidences 1;1;1;1;1;1;1;1. Confirmation with VSEARCH against the COI_ncbi_1_50000 database at 0.97 similarity: hits JQ950327,KY652595,JQ950326,KM042098,MN311053,GQ487320,HQ023440,HQ023448, identities 100,100,99.7,99.7,99.7,99.7,97.1,97, taxonomy Arenicola_marina,Arenicola_marina,Arenicola_marina,Arenicola_marina,Arenicola_marina,Arenicola_marina,Arenicola_marina,Arenicola_marina, consensus Eukaryota;Annelida;Polychaeta;Arenicolidae;Arenicola;Arenicola_marina.	Arenicola marina	urn:lsid:marinespecies.org:taxname:129868	species	asv.1_EE0067	EE0067
10110	present	Hugo Gante	eDNA expeditions citizen science sampling	105920	DNA Sequence reads	DNA Sequence reads	Animalia						Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Arthropoda;Arachnida;Trombidiformes;Eriophyidae;Cecidophyes;Cecidophyes_fibigiae, confidences 1;0.88;0.54;0.13;0.03;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.	Metazoa	urn:lsid:marinespecies.org:taxname:1486573	subkingdom	asv.2559_EE0067	EE0067
9482	present	Hugo Gante	eDNA expeditions citizen science sampling	53963	DNA Sequence reads	DNA Sequence reads	undef_Eukaryota						Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;undef_Eukaryota;undef_undef_Eukaryota;Chrysophyceae;undef_Chrysophyceae;undef_undef_Chrysophyceae;Segregatospumella;Segregatospumella_dracosaxi, confidences 1;0.87;0.54;0.29;0.29;0.28;0.28;0.28. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	asv.15_EE0093	EE0093
8912	present	Hugo Gante	eDNA expeditions citizen science sampling	105920	DNA Sequence reads	DNA Sequence reads	Bacteria						Identification based on blastn against the full nt database (downloaded on 2021-11-25), and with basta-lca with filtering on: 95 percent identity, 5e-13 e-value, and 250 alignment length	Bacteria	urn:lsid:marinespecies.org:taxname:6	kingdom	asv.18_EE0067	EE0067
8721	present	Hugo Gante	eDNA expeditions citizen science sampling	374528	DNA Sequence reads	DNA Sequence reads							Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Arthropoda;Pycnogonida;Pantopoda;Ammotheidae;Ascorhynchus;Ascorhynchus_japonicus, confidences 1;0.69;0.62;0.03;0.03;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	asv.20_EE0085	EE0085
7824	present	Hugo Gante	eDNA expeditions citizen science sampling	286974	DNA Sequence reads	DNA Sequence reads							Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;undef_Eukaryota;undef_undef_Eukaryota;Phaeophyceae;Tilopteridales;Tilopteridaceae;Tilopteris;Tilopteris_mertensii, confidences 1;0.53;0.49;0.37;0.19;0.19;0.19;0.19. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	asv.22_EE0074	EE0074
7756	present	Hugo Gante	eDNA expeditions citizen science sampling	105920	DNA Sequence reads	DNA Sequence reads	Bacteria						Identification based on blastn against the full nt database (downloaded on 2021-11-25), and with basta-lca with filtering on: 95 percent identity, 5e-13 e-value, and 250 alignment length	Bacteria	urn:lsid:marinespecies.org:taxname:6	kingdom	asv.19_EE0067	EE0067
7482	present	Hugo Gante	eDNA expeditions citizen science sampling	286974	DNA Sequence reads	DNA Sequence reads							Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;undef_Eukaryota;undef_undef_Eukaryota;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Sargassum_johnstonii, confidences 1;0.73;0.35;0.33;0.25;0.16;0.13;0.09. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	asv.21_EE0074	EE0074
6011	present	Hugo Gante	eDNA expeditions citizen science sampling	105920	DNA Sequence reads	DNA Sequence reads	Animalia						Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Arthropoda;Insecta;Hymenoptera;Formicidae;Temnothorax;Temnothorax_creolus, confidences 1;0.86;0.51;0.34;0.06;0.02;0.01;0. No VSEARCH hits at 0.97 identity.	Metazoa	urn:lsid:marinespecies.org:taxname:1486573	subkingdom	asv.2560_EE0067	EE0067
5899	present	Hugo Gante	eDNA expeditions citizen science sampling	48027	DNA Sequence reads	DNA Sequence reads							Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;undef_Eukaryota;Oomycota;undef_Oomycota;Peronosporales;Peronosporaceae;Phytophthora;Phytophthora_oreophila, confidences 1;0.62;0.4;0.4;0.28;0.28;0.11;0.06. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	asv.25_EE0088	EE0088
5787	present	Hugo Gante	eDNA expeditions citizen science sampling	374528	DNA Sequence reads	DNA Sequence reads	Animalia	Annelida	Polychaeta	Spionida	Spionidae	Streblospio	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Annelida;Polychaeta;Spionida;Spionidae;Streblospio;Streblospio_benedicti, confidences 1;1;0.98;0.98;0.98;0.98;0.98;0.98. Confirmation with VSEARCH against the COI_ncbi_1_50000 database at 0.97 similarity: hits MH826392,MH826393,MK598558, identities 100,99,98.4, taxonomy Streblospio_benedicti,Streblospio_benedicti,Streblospio_benedicti, consensus Eukaryota;Annelida;Polychaeta;Spionida;Spionidae;Streblospio;Streblospio_benedicti.	Streblospio benedicti	urn:lsid:marinespecies.org:taxname:131191	species	asv.26_EE0085	EE0085
5263	present	Hugo Gante	eDNA expeditions citizen science sampling	286974	DNA Sequence reads	DNA Sequence reads	Animalia	Annelida	Polychaeta		Arenicolidae	Arenicola	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Annelida;Polychaeta;undef_Polychaeta;Arenicolidae;Arenicola;Arenicola_marina, confidences 1;1;1;1;1;1;1;1. Confirmation with VSEARCH against the COI_ncbi_1_50000 database at 0.97 similarity: hits MN311053,JQ950327,KY652595,JQ950326,KM042098,GQ487320, identities 100,99.7,99.6,99.4,99.4,99.4, taxonomy Arenicola_marina,Arenicola_marina,Arenicola_marina,Arenicola_marina,Arenicola_marina,Arenicola_marina, consensus Eukaryota;Annelida;Polychaeta;Arenicolidae;Arenicola;Arenicola_marina.	Arenicola marina	urn:lsid:marinespecies.org:taxname:129868	species	asv.23_EE0074	EE0074
5040	present	Hugo Gante	eDNA expeditions citizen science sampling	53963	DNA Sequence reads	DNA Sequence reads							Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Viridiplantae;Prasinodermophyta;Prasinodermophyceae;Prasinodermales;Prasinodermaceae;Prasinoderma;Prasinoderma_coloniale, confidences 1;0.06;0.06;0.06;0.06;0.06;0.06;0.06. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	asv.29_EE0093	EE0093
4966	present	Hugo Gante	eDNA expeditions citizen science sampling	374528	DNA Sequence reads	DNA Sequence reads	Animalia	Arthropoda	Copepoda	Calanoida	Acartiidae	Acartia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;Acartiidae;Acartia;Acartia_tonsa, confidences 1;1;1;1;1;1;1;1. Confirmation with VSEARCH against the COI_ncbi_1_50000 database at 0.97 similarity: hits HE647798,HE647797,KC287391,KC287381,KC287367,KC287341,KC287334,KC287329,KC287315,KC287301, identities 100,100,100,100,100,100,100,100,100,100, taxonomy Acartia_tonsa,Acartia_tonsa,Acartia_tonsa,Acartia_tonsa,Acartia_tonsa,Acartia_tonsa,Acartia_tonsa,Acartia_tonsa,Acartia_tonsa,Acartia_tonsa, consensus Eukaryota;Arthropoda;Hexanauplia;Calanoida;Acartiidae;Acartia;Acartia_tonsa.	Acartia tonsa	urn:lsid:marinespecies.org:taxname:104262	species	asv.30_EE0085	EE0085
4906	present	Hugo Gante	eDNA expeditions citizen science sampling	286974	DNA Sequence reads	DNA Sequence reads							Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Cnidaria;Hydrozoa;Siphonophorae;Rhodaliidae;Dendrogramma;Dendrogramma_enigmatica, confidences 1;0.69;0.45;0.35;0.23;0.09;0.09;0.09. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	asv.31_EE0074	EE0074
4852	present	Hugo Gante	eDNA expeditions citizen science sampling	374528	DNA Sequence reads	DNA Sequence reads	Plantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Viridiplantae;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas_green_algae;Micromonas_pusilla, confidences 1;1;1;1;1;1;1;1. Confirmation with VSEARCH against the COI_ncbi_1_50000 database at 0.97 similarity: hits AY955063, identities 100, taxonomy Micromonas_pusilla, consensus Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas_pusilla.	Micromonas pusilla	urn:lsid:marinespecies.org:taxname:134564	species	asv.27_EE0085	EE0085
4652	present	Hugo Gante	eDNA expeditions citizen science sampling	374528	DNA Sequence reads	DNA Sequence reads							Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;undef_Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Pseudo-nitzschia;Pseudo-nitzschia_lineola, confidences 1;0.71;0.48;0.21;0.12;0.12;0.1;0.08. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	asv.34_EE0085	EE0085
4622	present	Hugo Gante	eDNA expeditions citizen science sampling	286974	DNA Sequence reads	DNA Sequence reads	Animalia						Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Arthropoda;Arachnida;Trombidiformes;Eriophyidae;Cecidophyes;Cecidophyes_fibigiae, confidences 1;0.88;0.54;0.13;0.03;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.	Metazoa	urn:lsid:marinespecies.org:taxname:1486573	subkingdom	asv.2559_EE0074	EE0074
4589	present	Hugo Gante	eDNA expeditions citizen science sampling	374528	DNA Sequence reads	DNA Sequence reads							Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;undef_Eukaryota;Bacillariophyta;Fragilariophyceae;Thalassionemales;Thalassionemataceae;Thalassionema;Thalassionema_nitzschioides, confidences 1;0.62;0.16;0.04;0.04;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	asv.35_EE0085	EE0085
4424	present	Hugo Gante	eDNA expeditions citizen science sampling	87633	DNA Sequence reads	DNA Sequence reads							Identification based on the RDP classifier at the confidence level 0.8: taxonomy Bacteria_bacteria;undef_Bacteria_bacteria;Actinomycetota;Actinomycetes;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces_alkaliphilus, confidences 0.56;0.56;0.5;0.5;0.39;0.39;0.39;0.38. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	asv.37_EE0068	EE0068
4269	present	Hugo Gante	eDNA expeditions citizen science sampling	22727	DNA Sequence reads	DNA Sequence reads							Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Cnidaria;Hydrozoa;Leptothecata;Clytiidae;Clytia;Clytia_paulensis, confidences 1;0.57;0.29;0.29;0.17;0.12;0.12;0.11. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	asv.38_EE0073	EE0073
3847	present	Hugo Gante	eDNA expeditions citizen science sampling	168198	DNA Sequence reads	DNA Sequence reads	Chromista	Bacillariophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;undef_Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;Thalassiosira_rotula, confidences 0.9;0.86;0.84;0.84;0.84;0.84;0.84;0.84. No VSEARCH hits at 0.97 identity.	Thalassiosira rotula	urn:lsid:marinespecies.org:taxname:148942	species	asv.40_EE0069	EE0069
3804	present	Hugo Gante	eDNA expeditions citizen science sampling	374528	DNA Sequence reads	DNA Sequence reads							Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;undef_Eukaryota;undef_undef_Eukaryota;Phaeophyceae;Ectocarpales;undef_Ectocarpales;Coelocladia;Coelocladia_arctica, confidences 1;0.42;0.32;0.32;0.12;0.04;0.04;0.04. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	asv.36_EE0085	EE0085
3590	present	Hugo Gante	eDNA expeditions citizen science sampling	168198	DNA Sequence reads	DNA Sequence reads	Animalia						Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Chordata;Actinopteri;Gobiiformes;Gobiidae;Amblyeleotris;Amblyeleotris_periophthalma, confidences 0.95;0.81;0.16;0.13;0.06;0.06;0.02;0.01. No VSEARCH hits at 0.97 identity.	Metazoa	urn:lsid:marinespecies.org:taxname:1486573	subkingdom	asv.2269_EE0069	EE0069
3342	present	Hugo Gante	eDNA expeditions citizen science sampling	168198	DNA Sequence reads	DNA Sequence reads	Animalia						Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Chordata;Actinopteri;Gobiiformes;Gobiidae;Amblyeleotris;Amblyeleotris_periophthalma, confidences 0.95;0.83;0.18;0.13;0.06;0.06;0.03;0.03. No VSEARCH hits at 0.97 identity.	Metazoa	urn:lsid:marinespecies.org:taxname:1486573	subkingdom	asv.2271_EE0069	EE0069
3223	present	Hugo Gante	eDNA expeditions citizen science sampling	27965	DNA Sequence reads	DNA Sequence reads	Animalia	Arthropoda	Copepoda	Harpacticoida	Harpacticidae	Harpacticus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Metazoa;Arthropoda;Hexanauplia;Harpacticoida;Harpacticidae;Harpacticus;Harpacticus_flexus, confidences 1;1;1;1;1;1;1;1. Confirmation with VSEARCH against the COI_ncbi_1_50000 database at 0.97 similarity: hits MK972353,KT208964,KT208861,MH976620,MG817136,MG817135,MF077907, identities 100,99.7,99.7,99.7,99.7,99,99, taxonomy Harpacticus_flexus,Harpacticus_flexus,Harpacticus_flexus,Harpacticus_flexus,Harpacticus_flexus,Harpacticus_flexus,Longipedia_sp._DZMB183, consensus Eukaryota;Arthropoda;Hexanauplia;Harpacticoida;Harpacticidae;Harpacticus;Harpacticus_flexus.	Harpacticus flexus	urn:lsid:marinespecies.org:taxname:116168	species	asv.42_EE0126	EE0126
3150	present	Hugo Gante	eDNA expeditions citizen science sampling	374528	DNA Sequence reads	DNA Sequence reads							Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;undef_Eukaryota;Bacillariophyta;Coscinodiscophyceae;Stephanodiscales;Stephanodiscaceae;Cyclostephanos;Cyclostephanos_tholiformis, confidences 1;0.48;0.1;0.08;0.08;0.08;0.08;0.05. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	asv.43_EE0085	EE0085
3148	present	Hugo Gante	eDNA expeditions citizen science sampling	87633	DNA Sequence reads	DNA Sequence reads							Identification based on the RDP classifier at the confidence level 0.8: taxonomy Bacteria_bacteria;undef_Bacteria_bacteria;Actinomycetota;Actinomycetes;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces_alkaliphilus, confidences 0.5;0.5;0.48;0.48;0.28;0.28;0.28;0.28. No VSEARCH hits at 0.97 identity.	Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	asv.28_EE0068	EE0068
