asv	sum.taxonomy	identificationRemarks
11	asv.11	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Tetraodontiformes;f__Balistidae;g__Sufflamen;s__Sufflamen_fraenatum, confidences 1;1;1;0.98;0.7;0.7;0.66;0.66. No VSEARCH hits at 0.97 identity.
12	asv.12	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__undef_Actinopteri;f__Pomacanthidae;g__Apolemichthys;s__Apolemichthys_kingi, confidences 1;0.97;0.97;0.75;0.19;0.1;0.05;0.02. No VSEARCH hits at 0.97 identity.
13	asv.13	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Mugiliformes;f__Mugilidae;g__Crenimugil;s__Crenimugil_buchanani, confidences 1;0.97;0.85;0.56;0.12;0.12;0.12;0.12. No VSEARCH hits at 0.97 identity.
14	asv.14	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Syngnathiformes;f__Mullidae;g__Mulloidichthys;s__Mulloidichthys_vanicolensis	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Syngnathiformes;f__Mullidae;g__Mulloidichthys;s__Mulloidichthys_vanicolensis, confidences 1;1;1;1;0.99;0.99;0.99;0.99. No VSEARCH hits at 0.97 identity.
15	asv.15	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;0.98;0.97;0.78;0.74;0.73;0.54;0.54. No VSEARCH hits at 0.97 identity.
16	asv.16	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Serranidae;g__Cephalopholis;s__Cephalopholis_sexmaculata, confidences 1;1;1;0.9;0.77;0.77;0.42;0.38. No VSEARCH hits at 0.97 identity.
17	asv.17	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;0.99;0.89;0.88;0.88;0.82;0.82. No VSEARCH hits at 0.97 identity.
18	asv.18	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;0.85;0.74;0.68;0.53;0.53. No VSEARCH hits at 0.97 identity.
19	asv.19	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Holocentriformes;f__Holocentridae;g__Sargocentron;s__Sargocentron_spiniferum, confidences 1;1;0.95;0.74;0.11;0.11;0.1;0.09. No VSEARCH hits at 0.97 identity.
20	asv.20	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Rodentia;f__Spalacidae;g__Nannospalax;s__Nannospalax_ceyhanus, confidences 1;0.97;0.87;0.53;0.22;0.12;0.05;0.03. No VSEARCH hits at 0.97 identity.
21	asv.21	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cyprinodontiformes;f__Poeciliidae;g__Xiphophorus;s__Xiphophorus_maculatus, confidences 1;1;1;0.85;0.04;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.
22	asv.22	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Lutjaniformes;f__Lutjanidae;g__Lutjanus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Lutjaniformes;f__Lutjanidae;g__Lutjanus;s__Lutjanus_kasmira, confidences 1;1;1;1;0.9;0.9;0.9;0.51. No VSEARCH hits at 0.97 identity.
23	asv.23	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Scombriformes;f__Nomeidae;g__Cubiceps;s__Cubiceps_squamiceps	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Scombriformes;f__Nomeidae;g__Cubiceps;s__Cubiceps_squamiceps, confidences 1;1;1;1;0.98;0.98;0.98;0.98. No VSEARCH hits at 0.97 identity.
24	asv.24	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Beloniformes;f__Exocoetidae;g__Exocoetus;s__Exocoetus_volitans, confidences 1;1;0.99;0.96;0.76;0.73;0.29;0.29. No VSEARCH hits at 0.97 identity.
25	asv.25	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Aves;o__Strigiformes;f__Strigidae;g__Aegolius;s__Aegolius_acadicus, confidences 1;1;0.97;0.65;0.11;0.11;0.04;0.04. No VSEARCH hits at 0.97 identity.
26	asv.26	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;0.89;0.8;0.8;0.75;0.75. No VSEARCH hits at 0.97 identity.
27	asv.27	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Cirrhitidae;g__Cirrhitichthys;s__Cirrhitichthys_aprinus, confidences 1;0.99;0.98;0.81;0.21;0.21;0.21;0.21. No VSEARCH hits at 0.97 identity.
28	asv.28	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Syngnathiformes;f__Aulostomidae;g__Aulostomus;s__Aulostomus_chinensis	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Syngnathiformes;f__Aulostomidae;g__Aulostomus;s__Aulostomus_chinensis, confidences 1;1;1;1;1;1;1;1. No VSEARCH hits at 0.97 identity.
29	asv.29	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Serranidae;g__Epinephelus;s__Epinephelus_fuscoguttatus, confidences 1;1;1;0.96;0.76;0.75;0.5;0.09. No VSEARCH hits at 0.97 identity.
30	asv.30	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;0.78;0.73;0.73;0.66;0.66. No VSEARCH hits at 0.97 identity.
31	asv.31	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;0.97;0.8;0.72;0.71;0.57;0.57. No VSEARCH hits at 0.97 identity.
32	asv.32	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Carangiformes;f__Carangidae;g__Decapterus;s__Decapterus_macarellus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Carangiformes;f__Carangidae;g__Decapterus;s__Decapterus_macarellus, confidences 1;1;1;1;1;1;0.99;0.95. No VSEARCH hits at 0.97 identity.
33	asv.33	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;0.93;0.91;0.91;0.78;0.78. No VSEARCH hits at 0.97 identity.
34	asv.34	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;0.96;0.95;0.79;0.78;0.77;0.59;0.59. No VSEARCH hits at 0.97 identity.
35	asv.35	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;0.82;0.78;0.78;0.72;0.72. No VSEARCH hits at 0.97 identity.
36	asv.36	sk__Eukaryota;k__Metazoa;p__Chordata;c__Chondrichthyes;o__Carcharhiniformes;f__Carcharhinidae;g__Carcharhinus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Chondrichthyes;o__Carcharhiniformes;f__Carcharhinidae;g__Carcharhinus;s__Carcharhinus_leiodon, confidences 1;1;1;1;1;1;0.99;0.45. No VSEARCH hits at 0.97 identity.
37	asv.37	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;0.85;0.79;0.79;0.73;0.73. No VSEARCH hits at 0.97 identity.
38	asv.38	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Serranidae;g__Hyporthodus;s__Hyporthodus_octofasciatus, confidences 1;1;0.97;0.7;0.08;0.07;0.06;0.01. No VSEARCH hits at 0.97 identity.
39	asv.39	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;0.87;0.8;0.8;0.65;0.65. No VSEARCH hits at 0.97 identity.
40	asv.40	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;0.95;0.94;0.79;0.75;0.73;0.67;0.67. No VSEARCH hits at 0.97 identity.
41	asv.41	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;0.99;0.87;0.77;0.75;0.72;0.72. No VSEARCH hits at 0.97 identity.
42	asv.42	sk__Eukaryota;k__Metazoa;p__Chordata;c__Chondrichthyes;o__Carcharhiniformes;f__Carcharhinidae;g__Carcharhinus;s__Carcharhinus_obscurus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Chondrichthyes;o__Carcharhiniformes;f__Carcharhinidae;g__Carcharhinus;s__Carcharhinus_obscurus, confidences 1;1;1;1;0.99;0.99;0.94;0.91. No VSEARCH hits at 0.97 identity.
43	asv.43	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;0.88;0.76;0.75;0.69;0.69. No VSEARCH hits at 0.97 identity.
44	asv.44	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;0.98;0.8;0.73;0.73;0.68;0.68. No VSEARCH hits at 0.97 identity.
45	asv.45	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;0.88;0.83;0.83;0.74;0.74. No VSEARCH hits at 0.97 identity.
46	asv.46	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;0.99;0.87;0.83;0.83;0.78;0.78. No VSEARCH hits at 0.97 identity.
47	asv.47	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;0.81;0.73;0.69;0.57;0.57. No VSEARCH hits at 0.97 identity.
48	asv.48	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;0.99;0.95;0.93;0.93;0.55;0.55. No VSEARCH hits at 0.97 identity.
49	asv.49	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;0.87;0.76;0.76;0.65;0.65. No VSEARCH hits at 0.97 identity.
50	asv.50	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;0.99;0.84;0.76;0.76;0.64;0.64. No VSEARCH hits at 0.97 identity.
51	asv.51	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Serranidae;g__Cephalopholis;s__Cephalopholis_sexmaculata, confidences 1;1;1;0.95;0.69;0.69;0.24;0.2. No VSEARCH hits at 0.97 identity.
52	asv.52	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Aves;o__Tinamiformes;f__Tinamidae;g__Crypturellus;s__Crypturellus_undulatus, confidences 1;0.85;0.8;0.14;0.03;0.03;0.03;0.02. No VSEARCH hits at 0.97 identity.
53	asv.53	sk__Eukaryota;k__Metazoa;p__Chordata;c__Chondrichthyes;o__Carcharhiniformes;f__Carcharhinidae;g__Triaenodon;s__Triaenodon_obesus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Chondrichthyes;o__Carcharhiniformes;f__Carcharhinidae;g__Triaenodon;s__Triaenodon_obesus, confidences 1;1;1;1;0.98;0.97;0.95;0.95. No VSEARCH hits at 0.97 identity.
54	asv.54	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cyprinodontiformes;f__Nothobranchiidae;g__Nothobranchius;s__Nothobranchius_kafuensis, confidences 1;0.96;0.75;0.43;0.18;0.15;0.11;0.11. No VSEARCH hits at 0.97 identity.
55	asv.55	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Serranidae;g__Hyporthodus;s__Hyporthodus_octofasciatus, confidences 1;0.98;0.94;0.79;0.09;0.08;0.06;0.03. No VSEARCH hits at 0.97 identity.
56	asv.56	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Tetraodontiformes;f__Tetraodontidae;g__Sphoeroides;s__Sphoeroides_annulatus, confidences 1;0.89;0.69;0.4;0.09;0.05;0.04;0.04. No VSEARCH hits at 0.97 identity.
57	asv.57	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Tetraodontiformes;f__Tetraodontidae;g__Sphoeroides;s__Sphoeroides_annulatus, confidences 1;0.93;0.7;0.45;0.08;0.04;0.03;0.03. No VSEARCH hits at 0.97 identity.
58	asv.58	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Beloniformes;f__Hemiramphidae;g__Hemiramphus;s__Hemiramphus_marginatus, confidences 1;1;0.99;0.82;0.34;0.34;0.3;0.27. No VSEARCH hits at 0.97 identity.
59	asv.59	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Carangiformes;f__Carangidae;g__Elagatis;s__Elagatis_bipinnulata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Carangiformes;f__Carangidae;g__Elagatis;s__Elagatis_bipinnulata, confidences 1;1;1;1;1;1;1;1. No VSEARCH hits at 0.97 identity.
60	asv.60	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Platyhelminthes;c__Monogenea;o__Polystomatidea;f__Polystomatidae;g__Polystomoides;s__Polystomoides_malayi, confidences 1;0.97;0.13;0.09;0.09;0.09;0.09;0.09. No VSEARCH hits at 0.97 identity.
61	asv.61	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Scombriformes;f__Nomeidae;g__Cubiceps;s__Cubiceps_pauciradiatus, confidences 1;1;1;0.89;0.36;0.33;0.33;0.33. No VSEARCH hits at 0.97 identity.
62	asv.62	sk__Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Cantharellaceae;g__Cantharellus;s__Cantharellus_alboroseus, confidences 1;0.09;0.03;0.03;0.02;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.
63	asv.63	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Gekkonidae;g__Narudasia;s__Narudasia_festiva, confidences 1;1;0.76;0.11;0.11;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.
64	asv.64	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Tetraodontiformes;f__Tetraodontidae;g__Sphoeroides;s__Sphoeroides_annulatus, confidences 1;0.91;0.66;0.36;0.06;0.05;0.04;0.03. No VSEARCH hits at 0.97 identity.
65	asv.65	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Tetraodontiformes;f__Tetraodontidae;g__Sphoeroides;s__Sphoeroides_annulatus, confidences 1;0.93;0.65;0.37;0.04;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.
66	asv.66	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Eleotridae;g__Eleotris;s__Eleotris_amblyopsis, confidences 1;0.92;0.71;0.41;0.02;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.
67	asv.67	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Insecta;o__Phthiraptera;f__Philopteridae;g__Columbicola;s__Columbicola_macrourae, confidences 1;0.9;0.15;0.1;0.08;0.08;0.08;0.08. No VSEARCH hits at 0.97 identity.
68	asv.68	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Anabantiformes;f__Helostomatidae;g__Helostoma;s__Helostoma_temminkii, confidences 1;1;0.81;0.55;0.1;0.1;0.1;0.1. No VSEARCH hits at 0.97 identity.
69	asv.69	sk__Eukaryota;k__Metazoa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Eleotridae;g__Eleotris;s__Eleotris_amblyopsis, confidences 1;0.92;0.7;0.43;0;0;0;0. No VSEARCH hits at 0.97 identity.
70	asv.70	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Carangiformes;f__Carangidae;g__Selar;s__Selar_crumenophthalmus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Carangiformes;f__Carangidae;g__Selar;s__Selar_crumenophthalmus, confidences 1;1;0.98;0.96;0.92;0.92;0.91;0.91. No VSEARCH hits at 0.97 identity.
