asv	sum.taxonomy	identificationRemarks
11	asv.11	Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Entomacrodus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Entomacrodus;Entomacrodus_cadenati, confidences 1;1;1;0.99;0.99;0.98;0.73. No VSEARCH hits at 0.97 identity.
12	asv.12	Eukaryota;Chordata;Actinopteri;Blenniiformes;Labrisomidae;Malacoctenus;Malacoctenus_triangulatus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Blenniiformes;Labrisomidae;Malacoctenus;Malacoctenus_triangulatus, confidences 1;1;1;1;1;1;0.97. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits LC145864,OP056825, identities 98.2,97.6, taxonomy Malacoctenus_triangulatus,Malacoctenus_triangulatus, consensus Eukaryota;Chordata;Actinopteri;Blenniiformes;Labrisomidae;Malacoctenus;Malacoctenus_triangulatus.
13	asv.13	Eukaryota;Chordata;Actinopteri;Acanthuriformes;Acanthuridae;Acanthurus;Acanthurus_chirurgus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Acanthuriformes;Acanthuridae;Acanthurus;Acanthurus_chirurgus, confidences 1;1;1;1;1;1;0.88. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits OP056937,NC_082571,OP035278, identities 100,98.2,98.2, taxonomy Acanthurus_chirurgus,Acanthurus_tractus,Acanthurus_bahianus, consensus Eukaryota;Chordata;Actinopteri;Acanthuriformes;Acanthuridae;Acanthurus.
14	asv.14	Eukaryota;Chordata;Actinopteri;o_Actinopteri;Pomacentridae;Abudefduf	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;o_Actinopteri;Pomacentridae;Abudefduf;Abudefduf_vaigiensis, confidences 1;1;1;1;1;1;0.57. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits AF285920,OP035322,JQ707028,AB969974,AF285921,AP006016,FJ616290,LC584265,LC589595,LC069665, identities 100,99.4,99.4,99.4,98.8,98.8,98.8,98.2,98.2,98.2, taxonomy Abudefduf_saxatilis,Abudefduf_abdominalis,Abudefduf_sparoides,Abudefduf_vaigiensis,Abudefduf_sexfasciatus,Abudefduf_vaigiensis,Abudefduf_hoefleri,Abudefduf_bengalensis,Abudefduf_vaigiensis,Abudefduf_vaigiensis, consensus Eukaryota;Chordata;Actinopteri;Pomacentridae;Abudefduf.
15	asv.15	Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Entomacrodus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Entomacrodus;Entomacrodus_cadenati, confidences 1;1;1;0.99;0.99;0.98;0.73. No VSEARCH hits at 0.97 identity.
16	asv.16	Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Entomacrodus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Entomacrodus;Entomacrodus_cadenati, confidences 1;1;0.99;0.98;0.98;0.95;0.72. No VSEARCH hits at 0.97 identity.
17	asv.17	Eukaryota;Chordata;Actinopteri;Blenniiformes;Labrisomidae;Malacoctenus;Malacoctenus_triangulatus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Blenniiformes;Labrisomidae;Malacoctenus;Malacoctenus_triangulatus, confidences 1;1;1;1;1;1;0.97. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits LC145864,OP056825, identities 98.2,97.6, taxonomy Malacoctenus_triangulatus,Malacoctenus_triangulatus, consensus Eukaryota;Chordata;Actinopteri;Blenniiformes;Labrisomidae;Malacoctenus;Malacoctenus_triangulatus.
18	asv.18	Eukaryota;Chordata;Actinopteri;Acanthuriformes;Acanthuridae;Acanthurus;Acanthurus_chirurgus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Acanthuriformes;Acanthuridae;Acanthurus;Acanthurus_chirurgus, confidences 1;1;1;1;1;1;0.88. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits OP056937,NC_082571,OP035278, identities 100,98.2,98.2, taxonomy Acanthurus_chirurgus,Acanthurus_tractus,Acanthurus_bahianus, consensus Eukaryota;Chordata;Actinopteri;Acanthuriformes;Acanthuridae;Acanthurus.
19	asv.19	Eukaryota;Chordata;Actinopteri;o_Actinopteri;Pomacentridae;Abudefduf	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;o_Actinopteri;Pomacentridae;Abudefduf;Abudefduf_vaigiensis, confidences 1;1;1;1;1;1;0.57. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits AF285920,OP035322,JQ707028,AB969974,AF285921,AP006016,FJ616290,LC584265,LC589595,LC069665, identities 100,99.4,99.4,99.4,98.8,98.8,98.8,98.2,98.2,98.2, taxonomy Abudefduf_saxatilis,Abudefduf_abdominalis,Abudefduf_sparoides,Abudefduf_vaigiensis,Abudefduf_sexfasciatus,Abudefduf_vaigiensis,Abudefduf_hoefleri,Abudefduf_bengalensis,Abudefduf_vaigiensis,Abudefduf_vaigiensis, consensus Eukaryota;Chordata;Actinopteri;Pomacentridae;Abudefduf.
20	asv.20	Eukaryota;Chordata;Actinopteri;o_Actinopteri;Pomacentridae;Stegastes	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;o_Actinopteri;Pomacentridae;Stegastes;Stegastes_leucostictus, confidences 1;1;1;0.96;0.96;0.93;0.2. No VSEARCH hits at 0.97 identity.
21	asv.21	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Halichoeres;Halichoeres_radiatus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Halichoeres;Halichoeres_radiatus, confidences 1;1;1;1;1;1;0.94. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits OP056987,AY279607,OP056965,AY279605, identities 100,98.8,97,97, taxonomy Halichoeres_radiatus,Halichoeres_radiatus,Halichoeres_poeyi,Halichoeres_nicholsi, consensus Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Halichoeres.
22	asv.22	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Sparisoma;Sparisoma_axillare	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Sparisoma;Sparisoma_axillare, confidences 1;1;1;1;1;1;0.84. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits KC526954,OP056868,OP056874, identities 100,98.3,97.1, taxonomy Sparisoma_axillare,Sparisoma_rubripinne,Sparisoma_chrysopterum, consensus Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Sparisoma.
23	asv.23	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits KY411495,KC911343,DQ112748,MN503404,JQ702405,JQ702343,JN160804,MF464491,KC914580,MZ846685, identities 100,100,100,100,100,100,100,100,100,100, taxonomy Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Homo_sapiens,Homo_sapiens,Homo_sapiens, consensus Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens.
24	asv.24	Eukaryota;Chordata;Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Cebidae;Sapajus;Sapajus_xanthosternos, confidences 1;1;0.84;0.61;0.19;0.15;0.05. No VSEARCH hits at 0.97 identity.
25	asv.25	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Thalassoma	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Thalassoma;Thalassoma_bifasciatum, confidences 1;1;1;1;1;1;0.72. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits AY279650,LC499310,KY815279,OP056853,AY279651,KY815347,KY815346,KY815342,NC_071873,OP035097, identities 99.4,99.4,98.8,98.8,98.8,98.2,98.2,98.2,98.2,98.2, taxonomy Thalassoma_bifasciatum,Thalassoma_lunare,Gomphosus_caeruleus,Thalassoma_bifasciatum,Thalassoma_lunare,Thalassoma_jansenii,Thalassoma_hardwicke,Thalassoma_amblycephalum,Thalassoma_jansenii,Gomphosus_varius, consensus Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Thalassoma.
26	asv.26	Eukaryota;Chordata;Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Indriidae;Propithecus;Propithecus_tattersalli, confidences 1;0.93;0.83;0.35;0.26;0.21;0.21. No VSEARCH hits at 0.97 identity.
27	asv.27	Eukaryota;Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hylobatidae;Hylobates;Hylobates_moloch, confidences 1;0.94;0.79;0.55;0.31;0.28;0.19. No VSEARCH hits at 0.97 identity.
28	asv.28	Eukaryota;Chordata;Actinopteri;o_Actinopteri;Pomacentridae;Stegastes	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;o_Actinopteri;Pomacentridae;Stegastes;Stegastes_leucostictus, confidences 1;1;1;0.97;0.97;0.94;0.2. No VSEARCH hits at 0.97 identity.
29	asv.29	Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Mollusca;Gastropoda;Neogastropoda;Volutidae;Harpovoluta;Harpovoluta_charcoti, confidences 1;0.42;0.42;0.22;0.15;0.15;0.15. No VSEARCH hits at 0.97 identity.
30	asv.30	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Halichoeres;Halichoeres_radiatus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Halichoeres;Halichoeres_radiatus, confidences 1;1;1;1;1;1;0.96. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits OP056987,AY279607,OP056965,AY279605, identities 100,98.8,97,97, taxonomy Halichoeres_radiatus,Halichoeres_radiatus,Halichoeres_poeyi,Halichoeres_nicholsi, consensus Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Halichoeres.
31	asv.31	Eukaryota;Chordata;Actinopteri;Holocentriformes;Holocentridae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Holocentriformes;Holocentridae;Sargocentron;Sargocentron_ensifer, confidences 1;1;1;0.98;0.98;0.71;0.49. No VSEARCH hits at 0.97 identity.
32	asv.32	Eukaryota;Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hylobatidae;Nomascus;Nomascus_gabriellae, confidences 1;1;0.78;0.41;0.03;0.02;0.02. No VSEARCH hits at 0.97 identity.
33	asv.33	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Sparisoma;Sparisoma_axillare	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Sparisoma;Sparisoma_axillare, confidences 1;1;1;1;1;1;0.84. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits KC526954,OP056868,OP056874, identities 100,98.3,97.1, taxonomy Sparisoma_axillare,Sparisoma_rubripinne,Sparisoma_chrysopterum, consensus Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Sparisoma.
34	asv.34	Eukaryota;Chordata;Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Beloniformes;Hemiramphidae;Hyporhamphus;Hyporhamphus_meeki, confidences 1;1;1;0.77;0.77;0.77;0.32. No VSEARCH hits at 0.97 identity.
35	asv.35	Eukaryota;Chordata;Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Cebidae;Sapajus;Sapajus_xanthosternos, confidences 1;1;0.83;0.63;0.19;0.15;0.05. No VSEARCH hits at 0.97 identity.
36	asv.36	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Cephalopholis	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Cephalopholis;Cephalopholis_microprion, confidences 1;1;1;1;1;0.93;0.15. No VSEARCH hits at 0.97 identity.
37	asv.37	Eukaryota;Chordata;Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hylobatidae;Nomascus;Nomascus_concolor, confidences 1;0.99;0.91;0.72;0.23;0.12;0.1. No VSEARCH hits at 0.97 identity.
38	asv.38	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Thalassoma	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Thalassoma;Thalassoma_bifasciatum, confidences 1;1;1;1;1;1;0.7. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits AY279650,LC499310,KY815279,OP056853,AY279651,KY815347,KY815346,KY815342,NC_071873,OP035097, identities 99.4,99.4,98.8,98.8,98.8,98.2,98.2,98.2,98.2,98.2, taxonomy Thalassoma_bifasciatum,Thalassoma_lunare,Gomphosus_caeruleus,Thalassoma_bifasciatum,Thalassoma_lunare,Thalassoma_jansenii,Thalassoma_hardwicke,Thalassoma_amblycephalum,Thalassoma_jansenii,Gomphosus_varius, consensus Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Thalassoma.
39	asv.39	Eukaryota;Chordata;Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Indriidae;Propithecus;Propithecus_tattersalli, confidences 1;0.92;0.82;0.33;0.24;0.19;0.19. No VSEARCH hits at 0.97 identity.
40	asv.40	Eukaryota;Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hylobatidae;Hylobates;Hylobates_moloch, confidences 1;0.95;0.78;0.57;0.32;0.28;0.23. No VSEARCH hits at 0.97 identity.
41	asv.41	Eukaryota;Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Tarsiidae;Tarsius;Tarsius_sangirensis, confidences 1;0.91;0.47;0.11;0.11;0.11;0.1. No VSEARCH hits at 0.97 identity.
42	asv.42	Eukaryota;Chordata;Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;o_Actinopteri;Opistognathidae;Opistognathus;Opistognathus_jacksoniensis, confidences 1;1;0.99;0.24;0.21;0.21;0.21. No VSEARCH hits at 0.97 identity.
43	asv.43	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Haemulidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Lutjaniformes;Haemulidae;Brachygenys;Brachygenys_chrysargyreum, confidences 1;1;1;0.98;0.98;0.68;0.68. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits OP056910, identities 98.2, taxonomy Brachygenys_chrysargyreum, consensus Eukaryota;Chordata;Actinopteri;Lutjaniformes;Haemulidae;Brachygenys;Brachygenys_chrysargyreum.
44	asv.44	Eukaryota;Chordata;Actinopteri;Holocentriformes;Holocentridae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Holocentriformes;Holocentridae;Sargocentron;Sargocentron_ensifer, confidences 1;1;1;0.98;0.98;0.72;0.49. No VSEARCH hits at 0.97 identity.
45	asv.45	Eukaryota;Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hylobatidae;Nomascus;Nomascus_gabriellae, confidences 1;1;0.78;0.44;0.04;0.02;0.02. No VSEARCH hits at 0.97 identity.
46	asv.46	Eukaryota;Chordata;Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Indriidae;Propithecus;Propithecus_tattersalli, confidences 1;0.94;0.86;0.36;0.26;0.21;0.21. No VSEARCH hits at 0.97 identity.
47	asv.47	Eukaryota;Chordata;Actinopteri;Holocentriformes;Holocentridae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Holocentriformes;Holocentridae;Sargocentron;Sargocentron_ensifer, confidences 1;1;1;0.99;0.99;0.75;0.52. No VSEARCH hits at 0.97 identity.
48	asv.48	Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Syngnathiformes;Aulostomidae;Aulostomus;Aulostomus_maculatus, confidences 1;0.76;0.36;0.06;0.06;0.06;0.06. No VSEARCH hits at 0.97 identity.
49	asv.49	Eukaryota;Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Chiroptera;Rhinolophidae;Rhinolophus;Rhinolophus_celebensis, confidences 1;0.96;0.53;0.17;0.12;0.12;0.03. No VSEARCH hits at 0.97 identity.
50	asv.50	Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Echinodermata;Asteroidea;Paxillosida;Astropectinidae;Tethyaster;Tethyaster_subinermis, confidences 1;0.04;0.04;0.03;0.03;0.02;0.02. No VSEARCH hits at 0.97 identity.
51	asv.51	Eukaryota;Chordata;Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hylobatidae;Nomascus;Nomascus_concolor, confidences 1;0.99;0.91;0.72;0.23;0.12;0.11. No VSEARCH hits at 0.97 identity.
52	asv.52	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Cephalopholis	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Cephalopholis;Cephalopholis_microprion, confidences 1;1;1;0.99;0.99;0.92;0.15. No VSEARCH hits at 0.97 identity.
53	asv.53	Eukaryota;Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Tarsiidae;Tarsius;Tarsius_sangirensis, confidences 1;0.9;0.48;0.11;0.11;0.11;0.1. No VSEARCH hits at 0.97 identity.
54	asv.54	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Haemulidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Lutjaniformes;Haemulidae;Brachygenys;Brachygenys_chrysargyreum, confidences 1;1;1;0.98;0.98;0.7;0.7. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits OP056910, identities 98.2, taxonomy Brachygenys_chrysargyreum, consensus Eukaryota;Chordata;Actinopteri;Lutjaniformes;Haemulidae;Brachygenys;Brachygenys_chrysargyreum.
55	asv.55	Eukaryota;Chordata;Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;o_Actinopteri;Opistognathidae;Opistognathus;Opistognathus_jacksoniensis, confidences 1;1;0.99;0.27;0.24;0.24;0.24. No VSEARCH hits at 0.97 identity.
56	asv.56	Eukaryota;Chordata;Actinopteri;Anguilliformes;Muraenidae;Enchelycore;Enchelycore_nigricans	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Anguilliformes;Muraenidae;Enchelycore;Enchelycore_nigricans, confidences 1;1;1;1;1;0.98;0.98. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits JX242918, identities 98.8, taxonomy Enchelycore_nigricans, consensus Eukaryota;Chordata;Actinopteri;Anguilliformes;Muraenidae;Enchelycore;Enchelycore_nigricans.
57	asv.57	Eukaryota;Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Pitheciidae;Pithecia;Pithecia_albicans, confidences 1;0.98;0.67;0.28;0.09;0.09;0.05. No VSEARCH hits at 0.97 identity.
58	asv.58	Eukaryota;Chordata;Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Indriidae;Propithecus;Propithecus_tattersalli, confidences 1;0.93;0.85;0.34;0.24;0.19;0.19. No VSEARCH hits at 0.97 identity.
