asv	sum.taxonomy	identificationRemarks
11	asv.11	Eukaryota;Chordata;Actinopteri;o_Actinopteri;Centropomidae;Lates;Lates_calcarifer	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;o_Actinopteri;Centropomidae;Lates;Lates_calcarifer, confidences 1;1;1;1;1;1;0.97. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits MZ598368,AP017445, identities 100,97.1, taxonomy Lates_calcarifer,Lates_japonicus, consensus Eukaryota;Chordata;Actinopteri;Centropomidae;Lates.
12	asv.12	Eukaryota;Chordata;Actinopteri;Mugiliformes;Mugilidae;Planiliza	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Mugiliformes;Mugilidae;Planiliza;Planiliza_subviridis, confidences 1;1;1;1;1;0.97;0.76. No VSEARCH hits at 0.97 identity.
13	asv.13	Eukaryota;Chordata;Actinopteri;o_Actinopteri;Centropomidae;Lates;Lates_calcarifer	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;o_Actinopteri;Centropomidae;Lates;Lates_calcarifer, confidences 1;1;1;1;1;1;0.97. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits MZ598368,AP017445, identities 100,97.1, taxonomy Lates_calcarifer,Lates_japonicus, consensus Eukaryota;Chordata;Actinopteri;Centropomidae;Lates.
14	asv.14	Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Leiognathidae;Nuchequula;Nuchequula_blochii	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Leiognathidae;Nuchequula;Nuchequula_blochii, confidences 1;1;1;1;1;0.99;0.99. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits LC277984, identities 100, taxonomy Nuchequula_blochii, consensus Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Leiognathidae;Nuchequula;Nuchequula_blochii.
15	asv.15	Eukaryota;Chordata;Actinopteri;Mugiliformes;Mugilidae;Planiliza	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Mugiliformes;Mugilidae;Planiliza;Planiliza_subviridis, confidences 1;1;1;1;1;0.97;0.79. No VSEARCH hits at 0.97 identity.
16	asv.16	Eukaryota;Chordata;Actinopteri;Siluriformes;Ariidae;Nemapteryx	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Siluriformes;Ariidae;Nemapteryx;Nemapteryx_caelata, confidences 1;1;1;1;1;1;0.42. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits LC278077,MG748714, identities 99.4,99.4, taxonomy Nemapteryx_nenga,Nemapteryx_caelata, consensus Eukaryota;Chordata;Actinopteri;Siluriformes;Ariidae;Nemapteryx.
17	asv.17	Eukaryota;Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hylobatidae;Hylobates;Hylobates_moloch, confidences 1;0.94;0.79;0.55;0.31;0.28;0.2. No VSEARCH hits at 0.97 identity.
18	asv.18	Eukaryota;Chordata;Mammalia;Artiodactyla;Phocoenidae;Neophocaena	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Artiodactyla;Phocoenidae;Neophocaena;Neophocaena_asiaeorientalis, confidences 1;1;1;1;1;1;0.44. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits KT852939,KC777291, identities 100,100, taxonomy Neophocaena_asiaeorientalis,Neophocaena_phocaenoides, consensus Eukaryota;Chordata;Mammalia;Artiodactyla;Phocoenidae;Neophocaena.
19	asv.19	Eukaryota;Chordata;Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Cebidae;Sapajus;Sapajus_xanthosternos, confidences 1;1;0.84;0.61;0.17;0.13;0.04. No VSEARCH hits at 0.97 identity.
20	asv.20	Eukaryota;Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hylobatidae;Nomascus;Nomascus_gabriellae, confidences 1;1;0.78;0.41;0.03;0.02;0.02. No VSEARCH hits at 0.97 identity.
21	asv.21	Eukaryota;Chordata;Actinopteri;Siluriformes;Ariidae;Arius;Arius_oetik	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Siluriformes;Ariidae;Arius;Arius_oetik, confidences 1;1;1;1;1;1;0.88. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits LC277826, identities 98.9, taxonomy Arius_oetik, consensus Eukaryota;Chordata;Actinopteri;Siluriformes;Ariidae;Arius;Arius_oetik.
22	asv.22	Eukaryota;Chordata;Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Indriidae;Propithecus;Propithecus_tattersalli, confidences 1;0.94;0.86;0.36;0.26;0.21;0.21. No VSEARCH hits at 0.97 identity.
23	asv.23	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Coilia;Coilia_macrognathos, confidences 1;1;0.98;0.94;0.94;0.72;0.41. No VSEARCH hits at 0.97 identity.
24	asv.24	Eukaryota;Chordata;Actinopteri;o_Actinopteri;Sciaenidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;o_Actinopteri;Sciaenidae;Dendrophysa;Dendrophysa_russelii, confidences 1;1;0.99;0.91;0.9;0.31;0.31. No VSEARCH hits at 0.97 identity.
25	asv.25	Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Leiognathidae;Nuchequula;Nuchequula_blochii	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Leiognathidae;Nuchequula;Nuchequula_blochii, confidences 1;1;1;1;1;0.99;0.99. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits LC277984, identities 100, taxonomy Nuchequula_blochii, consensus Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Leiognathidae;Nuchequula;Nuchequula_blochii.
26	asv.26	Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;Orcaella;Orcaella_brevirostris	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;Orcaella;Orcaella_brevirostris, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits MZ351458,JF289177,X78169,JF339977, identities 98.8,98.2,97.1,97.1, taxonomy Orcaella_brevirostris,Orcaella_brevirostris,Stenella_coeruleoalba,Orcaella_heinsohni, consensus Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;Orcaella.
27	asv.27	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Anodontostoma;Anodontostoma_chacunda	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Anodontostoma;Anodontostoma_chacunda, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits KC466691, identities 99.4, taxonomy Anodontostoma_chacunda, consensus Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Anodontostoma;Anodontostoma_chacunda.
28	asv.28	Eukaryota;Chordata;Actinopteri;Siluriformes;Ariidae;Nemapteryx	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Siluriformes;Ariidae;Nemapteryx;Nemapteryx_caelata, confidences 1;1;1;1;1;1;0.51. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits LC278077,MG748714, identities 99.4,99.4, taxonomy Nemapteryx_nenga,Nemapteryx_caelata, consensus Eukaryota;Chordata;Actinopteri;Siluriformes;Ariidae;Nemapteryx.
29	asv.29	Eukaryota;Chordata;Aves;Galliformes;Phasianidae;Gallus;Gallus_gallus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Aves;Galliformes;Phasianidae;Gallus;Gallus_gallus, confidences 1;1;1;1;1;1;0.95. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits KY054997,LC012932,AP006746,EF373908,GU261693,GU261680,KY039393,MG605671,MH753652,EF373899, identities 100,100,100,99.4,99.4,99.4,99.4,99.4,99.4,98.9, taxonomy Gallus_gallus,Chrysolophus_pictus,Gallus_sonneratii,Gallus_gallus,Gallus_gallus,Gallus_gallus,Gallus_gallus,Gallus_gallus,Gallus_gallus,Gallus_gallus, consensus Eukaryota;Chordata;Aves;Galliformes;Phasianidae;Gallus;Gallus_gallus.
30	asv.30	Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Leiognathidae;Nuchequula;Nuchequula_blochii	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Leiognathidae;Nuchequula;Nuchequula_blochii, confidences 1;1;1;1;1;1;0.99. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits LC277984, identities 100, taxonomy Nuchequula_blochii, consensus Eukaryota;Chordata;Actinopteri;Chaetodontiformes;Leiognathidae;Nuchequula;Nuchequula_blochii.
31	asv.31	Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Acanthopagrus;Acanthopagrus_taiwanensis, confidences 1;1;1;1;1;0.68;0.56. No VSEARCH hits at 0.97 identity.
32	asv.32	Eukaryota;Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hylobatidae;Hylobates;Hylobates_moloch, confidences 1;0.94;0.78;0.57;0.32;0.29;0.21. No VSEARCH hits at 0.97 identity.
33	asv.33	Eukaryota;Chordata;Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hylobatidae;Nomascus;Nomascus_concolor, confidences 1;0.99;0.91;0.72;0.23;0.12;0.11. No VSEARCH hits at 0.97 identity.
34	asv.34	Eukaryota;Chordata;Mammalia;Artiodactyla;Phocoenidae;Neophocaena	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Artiodactyla;Phocoenidae;Neophocaena;Neophocaena_asiaeorientalis, confidences 1;1;1;1;1;1;0.47. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits KT852939,KC777291, identities 100,100, taxonomy Neophocaena_asiaeorientalis,Neophocaena_phocaenoides, consensus Eukaryota;Chordata;Mammalia;Artiodactyla;Phocoenidae;Neophocaena.
35	asv.35	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Stolephorus;Stolephorus_dubiosus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Stolephorus;Stolephorus_dubiosus, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits AP011567,LC069395, identities 100,100, taxonomy Stolephorus_waitei,Stolephorus_dubiosus, consensus Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Stolephorus.
36	asv.36	Eukaryota;Chordata;Actinopteri;o_Actinopteri;Scatophagidae;Scatophagus;Scatophagus_argus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;o_Actinopteri;Scatophagidae;Scatophagus;Scatophagus_argus, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits AP006826,AF055598,KY379962,EF616897,LC630823, identities 100,99.4,98.9,98.8,98.3, taxonomy Scatophagus_argus,Scatophagus_argus,Scatophagus_argus,Scatophagus_argus,Scatophagus_argus, consensus Eukaryota;Chordata;Actinopteri;Scatophagidae;Scatophagus;Scatophagus_argus.
37	asv.37	Eukaryota;Chordata;Mammalia;Primates;Hominidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Gorilla;Gorilla_beringei, confidences 1;1;0.92;0.91;0.83;0.48;0.36. No VSEARCH hits at 0.97 identity.
38	asv.38	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Setipinna;Setipinna_tenuifilis	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Setipinna;Setipinna_tenuifilis, confidences 1;1;1;1;1;1;0.99. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits NC_051981,MH465027, identities 98.8,98.8, taxonomy Setipinna_tenuifilis,Setipinna_taty, consensus Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Setipinna.
39	asv.39	Eukaryota;Chordata;Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Pitheciidae;Pithecia;Pithecia_albicans, confidences 1;0.99;0.85;0.58;0.2;0.18;0.18. No VSEARCH hits at 0.97 identity.
40	asv.40	Eukaryota;Chordata;Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Cebidae;Sapajus;Sapajus_xanthosternos, confidences 1;1;0.83;0.63;0.17;0.13;0.03. No VSEARCH hits at 0.97 identity.
41	asv.41	Eukaryota;Chordata;Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Pitheciidae;Pithecia;Pithecia_albicans, confidences 1;0.99;0.86;0.61;0.35;0.24;0.23. No VSEARCH hits at 0.97 identity.
42	asv.42	Eukaryota;Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hylobatidae;Nomascus;Nomascus_gabriellae, confidences 1;1;0.78;0.44;0.04;0.02;0.02. No VSEARCH hits at 0.97 identity.
43	asv.43	Eukaryota;Chordata;Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Indriidae;Propithecus;Propithecus_tattersalli, confidences 1;0.93;0.85;0.34;0.24;0.19;0.19. No VSEARCH hits at 0.97 identity.
44	asv.44	Eukaryota;Chordata;Actinopteri;Siluriformes;Ariidae;Arius;Arius_oetik	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Siluriformes;Ariidae;Arius;Arius_oetik, confidences 1;1;1;1;1;1;0.87. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits LC277826, identities 98.9, taxonomy Arius_oetik, consensus Eukaryota;Chordata;Actinopteri;Siluriformes;Ariidae;Arius;Arius_oetik.
45	asv.45	Eukaryota;Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Pitheciidae;Pithecia;Pithecia_albicans, confidences 1;0.98;0.68;0.28;0.09;0.08;0.05. No VSEARCH hits at 0.97 identity.
46	asv.46	Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;Orcaella;Orcaella_brevirostris	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;Orcaella;Orcaella_brevirostris, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits MZ351458,JF289177,X78169,JF339977, identities 98.8,98.2,97.1,97.1, taxonomy Orcaella_brevirostris,Orcaella_brevirostris,Stenella_coeruleoalba,Orcaella_heinsohni, consensus Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;Orcaella.
47	asv.47	Eukaryota;Chordata;Actinopteri;Siluriformes;Pangasiidae;Pangasius;Pangasius_pangasius	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Siluriformes;Pangasiidae;Pangasius;Pangasius_pangasius, confidences 1;1;1;1;1;1;0.99. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits KC572135,MH688294, identities 99.4,97.1, taxonomy Pangasius_pangasius,Pangasius_macronema, consensus Eukaryota;Chordata;Actinopteri;Siluriformes;Pangasiidae;Pangasius.
48	asv.48	Eukaryota;Chordata;Actinopteri;o_Actinopteri;Sciaenidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;o_Actinopteri;Sciaenidae;Dendrophysa;Dendrophysa_russelii, confidences 1;1;0.99;0.91;0.9;0.31;0.31. No VSEARCH hits at 0.97 identity.
49	asv.49	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinella	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinella;Sardinella_brachysoma, confidences 1;1;1;1;0.99;0.94;0.56. No VSEARCH hits at 0.97 identity.
50	asv.50	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Anodontostoma;Anodontostoma_chacunda	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Anodontostoma;Anodontostoma_chacunda, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits KC466691, identities 99.4, taxonomy Anodontostoma_chacunda, consensus Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Anodontostoma;Anodontostoma_chacunda.
51	asv.51	Eukaryota;Chordata;Aves;Galliformes;Phasianidae;Gallus;Gallus_gallus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Aves;Galliformes;Phasianidae;Gallus;Gallus_gallus, confidences 1;1;1;1;1;1;0.95. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits KY054997,LC012932,AP006746,EF373908,GU261693,GU261680,KY039393,MG605671,MH753652,EF373899, identities 100,100,100,99.4,99.4,99.4,99.4,99.4,99.4,98.9, taxonomy Gallus_gallus,Chrysolophus_pictus,Gallus_sonneratii,Gallus_gallus,Gallus_gallus,Gallus_gallus,Gallus_gallus,Gallus_gallus,Gallus_gallus,Gallus_gallus, consensus Eukaryota;Chordata;Aves;Galliformes;Phasianidae;Gallus;Gallus_gallus.
52	asv.52	Eukaryota;Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Chiroptera;Rhinolophidae;Rhinolophus;Rhinolophus_celebensis, confidences 1;0.96;0.53;0.17;0.13;0.13;0.03. No VSEARCH hits at 0.97 identity.
53	asv.53	Eukaryota;Chordata;Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hylobatidae;Nomascus;Nomascus_concolor, confidences 1;0.99;0.91;0.72;0.23;0.12;0.1. No VSEARCH hits at 0.97 identity.
54	asv.54	Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;Orcaella;Orcaella_brevirostris	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;Orcaella;Orcaella_brevirostris, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits MZ351458,JF289177, identities 100,98.2, taxonomy Orcaella_brevirostris,Orcaella_brevirostris, consensus Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;Orcaella;Orcaella_brevirostris.
55	asv.55	Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Acanthopagrus;Acanthopagrus_taiwanensis, confidences 1;1;1;1;1;0.68;0.58. No VSEARCH hits at 0.97 identity.
56	asv.56	Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Stolephorus;Stolephorus_dubiosus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Stolephorus;Stolephorus_dubiosus, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits AP011567,LC069395, identities 100,100, taxonomy Stolephorus_waitei,Stolephorus_dubiosus, consensus Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Stolephorus.
