organismQuantity	occurrenceStatus	recordedBy	samplingProtocol	sampleSizeValue	organismQuantityType	sampleSizeUnit	phylum	class	order	family	genus	identificationRemarks	scientificName	scientificNameID	taxonRank	occurrenceID	materialSampleID
30107	present	Hugo Gante	eDNA expeditions citizen science sampling	103362	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Primates	Hominidae	Homo	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits JQ446410,KJ801473,JN160804,KY748238,DQ867014,HM246152,HM246151,KM978387,JF339215,JF339214, identities 100,100,100,100,100,100,100,100,100,100, taxonomy Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Panstrongylus_lignarius,Gallus_gallus,Thrips_alliorum,Echinothrips_americanus,Akabosia_matsudoensis,Physarum_xylophilum,Perichaena_chrysosperma, consensus Eukaryota.	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	asv.1_EE0308	EE0308
29129	present	Hugo Gante	eDNA expeditions citizen science sampling	495018	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Eupercaria incertae sedis	Labridae	Symphodus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Symphodus;Symphodus_tinca, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits AF517596, identities 100, taxonomy Symphodus_tinca, consensus Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Symphodus;Symphodus_tinca.	Symphodus tinca	urn:lsid:marinespecies.org:taxname:273575	species	asv.9_EE0306	EE0306
28098	present	Hugo Gante	eDNA expeditions citizen science sampling	495018	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Atheriniformes	Atherinidae	Atherina	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinidae;Atherina;Atherina_hepsetus, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits AY266076,AY749061,AY749060,HM855096,AY749059,HM855097,HM855095,HM855094,AY749065,AY749064, identities 100,99.6,99.6,99.2,99.2,99.2,99.2,98.9,98.9,98.9, taxonomy Atherina_hepsetus,Atherina_hepsetus,Atherina_hepsetus,Atherina_hepsetus,Atherina_hepsetus,Atherina_hepsetus,Atherina_hepsetus,Atherina_hepsetus,Atherina_hepsetus,Atherina_hepsetus, consensus Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinidae;Atherina;Atherina_hepsetus.	Atherina hepsetus	urn:lsid:marinespecies.org:taxname:272028	species	asv.6_EE0306	EE0306
26420	present	Hugo Gante	eDNA expeditions citizen science sampling	495018	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Atheriniformes	Atherinidae	Atherina	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinidae;Atherina;Atherina_boyeri, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits HM855138,HM855139,HM855135,HM855133,HM855134, identities 100,99.6,99.6,99.6,99.2, taxonomy Atherina_boyeri,Atherina_boyeri,Atherina_boyeri,Atherina_boyeri,Atherina_boyeri, consensus Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinidae;Atherina;Atherina_boyeri.	Atherina boyeri	urn:lsid:marinespecies.org:taxname:272027	species	asv.10_EE0306	EE0306
24418	present	Hugo Gante	eDNA expeditions citizen science sampling	495018	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Mugiliformes	Mugilidae	Oedalechilus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Mugiliformes;Mugilidae;Oedalechilus;Oedalechilus_labeo, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits NC_017893,GQ258714, identities 100,99.3, taxonomy Oedalechilus_labeo,Oedalechilus_labeo, consensus Eukaryota;Chordata;Actinopteri;Mugiliformes;Mugilidae;Oedalechilus;Oedalechilus_labeo.	Oedalechilus labeo	urn:lsid:marinespecies.org:taxname:126984	species	asv.11_EE0306	EE0306
24141	present	Hugo Gante	eDNA expeditions citizen science sampling	54243	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Primates	Hominidae	Homo	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits JQ446410,KJ801473,JN160804,KY748238,DQ867014,HM246152,HM246151,KM978387,JF339215,JF339214, identities 100,100,100,100,100,100,100,100,100,100, taxonomy Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Panstrongylus_lignarius,Gallus_gallus,Thrips_alliorum,Echinothrips_americanus,Akabosia_matsudoensis,Physarum_xylophilum,Perichaena_chrysosperma, consensus Eukaryota.	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	asv.1_EE0322	EE0322
23209	present	Hugo Gante	eDNA expeditions citizen science sampling	495018	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Eupercaria incertae sedis	Sparidae	Oblada	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Oblada;Oblada_melanura, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits AF247399,AJ247297,GQ485272, identities 100,99.6,99.6, taxonomy Oblada_melanura,Oblada_melanura,Oblada_melanura, consensus Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Oblada;Oblada_melanura.	Oblada melanura	urn:lsid:marinespecies.org:taxname:127056	species	asv.5_EE0306	EE0306
17774	present	Hugo Gante	eDNA expeditions citizen science sampling	441959	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Eupercaria incertae sedis	Sparidae	Spicara	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Spariformes;Centracanthidae;Spicara;Spicara_maena, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits AJ247298, identities 100, taxonomy Spicara_maena, consensus Eukaryota;Chordata;Actinopteri;Spariformes;Centracanthidae;Spicara;Spicara_maena.	Spicara maena	urn:lsid:marinespecies.org:taxname:126828	species	asv.8_EE0301	EE0301
17143	present	Hugo Gante	eDNA expeditions citizen science sampling	441959	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Eupercaria incertae sedis	Sparidae	Boops	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Boops;Boops_boops, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits AF247396,KC603534, identities 100,98.5, taxonomy Boops_boops,Boops_boops, consensus Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Boops;Boops_boops.	Boops boops	urn:lsid:marinespecies.org:taxname:127047	species	asv.13_EE0301	EE0301
16599	present	Hugo Gante	eDNA expeditions citizen science sampling	441959	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Eupercaria incertae sedis	Labridae	Coris	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Coris;Coris_julis, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits AF517584,AY328983, identities 100,98.5, taxonomy Coris_julis,Coris_julis, consensus Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Coris;Coris_julis.	Coris julis	urn:lsid:marinespecies.org:taxname:126963	species	asv.16_EE0301	EE0301
15875	present	Hugo Gante	eDNA expeditions citizen science sampling	103362	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Eupercaria incertae sedis	Sparidae	Diplodus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Diplodus;Diplodus_sargus, confidences 1;1;1;1;1;1;0.73. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits AJ247293,AF365361,AF365360,AF365358,AF365356,AF365357,NC_082990,OP056887,AF247421,AF365359, identities 100,99.6,99.6,99.2,99.2,98.9,98.9,98.9,98.5,98.5, taxonomy Diplodus_sargus,Diplodus_capensis,Diplodus_noct,Diplodus_holbrookii,Diplodus_argenteus,Diplodus_argenteus,Diplodus_holbrookii,Diplodus_holbrookii,Diplodus_holbrookii,Diplodus_bermudensis, consensus Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Diplodus.	Diplodus	urn:lsid:marinespecies.org:taxname:126076	genus	asv.12_EE0308	EE0308
15487	present	Hugo Gante	eDNA expeditions citizen science sampling	103362	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Blenniiformes	Blenniidae	Parablennius	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Parablennius;Parablennius_gattorugine, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits DQ160200,AY098835,DQ160199,AY098834, identities 100,99.6,99.6,97.3, taxonomy Parablennius_gattorugine,Parablennius_gattorugine,Parablennius_gattorugine,Parablennius_ruber, consensus Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Parablennius;Parablennius_gattorugine.	Parablennius gattorugine	urn:lsid:marinespecies.org:taxname:126770	species	asv.18_EE0308	EE0308
14344	present	Hugo Gante	eDNA expeditions citizen science sampling	441959	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Atheriniformes	Atherinidae	Atherina	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinidae;Atherina;Atherina_hepsetus, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits AY266076,AY749061,AY749060,HM855096,AY749059,HM855097,HM855095,HM855094,AY749065,AY749064, identities 100,99.6,99.6,99.2,99.2,99.2,99.2,98.9,98.9,98.9, taxonomy Atherina_hepsetus,Atherina_hepsetus,Atherina_hepsetus,Atherina_hepsetus,Atherina_hepsetus,Atherina_hepsetus,Atherina_hepsetus,Atherina_hepsetus,Atherina_hepsetus,Atherina_hepsetus, consensus Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinidae;Atherina;Atherina_hepsetus.	Atherina hepsetus	urn:lsid:marinespecies.org:taxname:272028	species	asv.6_EE0301	EE0301
13482	present	Hugo Gante	eDNA expeditions citizen science sampling	107271	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Eupercaria incertae sedis	Sparidae	Spicara	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Spariformes;Centracanthidae;Spicara;Spicara_maena, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits AJ247298, identities 100, taxonomy Spicara_maena, consensus Eukaryota;Chordata;Actinopteri;Spariformes;Centracanthidae;Spicara;Spicara_maena.	Spicara maena	urn:lsid:marinespecies.org:taxname:126828	species	asv.8_EE0265	EE0265
12300	present	Hugo Gante	eDNA expeditions citizen science sampling	103362	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Blenniiformes	Tripterygiidae	Tripterygion	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Blenniiformes;Tripterygiidae;Tripterygion;Tripterygion_tripteronotum, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits KU721067,AF324198, identities 99.6,98.5, taxonomy Tripterygion_tripteronotum,Tripterygion_tripteronotum, consensus Eukaryota;Chordata;Actinopteri;Blenniiformes;Tripterygiidae;Tripterygion;Tripterygion_tripteronotum.	Tripterygion tripteronotum	urn:lsid:marinespecies.org:taxname:712817	species	asv.14_EE0308	EE0308
11510	present	Hugo Gante	eDNA expeditions citizen science sampling	107271	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Anguilliformes	Muraenidae	Muraena	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Anguilliformes;Muraenidae;Muraena;Muraena_helena, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits GQ485309, identities 100, taxonomy Muraena_helena, consensus Eukaryota;Chordata;Actinopteri;Anguilliformes;Muraenidae;Muraena;Muraena_helena.	Muraena helena	urn:lsid:marinespecies.org:taxname:126303	species	asv.15_EE0265	EE0265
11184	present	Hugo Gante	eDNA expeditions citizen science sampling	107271	DNA Sequence reads	DNA Sequence reads	Chordata					Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Uranoscopiformes;Ammodytidae;Hyperoplus;Hyperoplus_lanceolatus, confidences 1;1;1;0.74;0.74;0.34;0.34. No VSEARCH hits at 0.97 identity.	Actinopteri	urn:lsid:marinespecies.org:taxname:843664	superclass	asv.21_EE0265	EE0265
11144	present	Hugo Gante	eDNA expeditions citizen science sampling	495018	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Eupercaria incertae sedis	Labridae	Symphodus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Symphodus;Symphodus_roissali, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits AF517604,AF517606,AF517605,AY092039,AF517601,AF517598,AF517607,AF517600, identities 100,99.6,99.6,99.6,98.9,98.5,98.1,97.3, taxonomy Symphodus_roissali,Symphodus_caeruleus,Symphodus_trutta,Symphodus_roissali,Symphodus_mediterraneus,Symphodus_rostratus,Symphodus_melops,Symphodus_cinereus, consensus Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Symphodus.	Symphodus roissali	urn:lsid:marinespecies.org:taxname:273573	species	asv.22_EE0306	EE0306
11070	present	Hugo Gante	eDNA expeditions citizen science sampling	441959	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia				Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Cercopithecidae;Macaca;Macaca_sinica, confidences 1;0.93;0.93;0.79;0.64;0.3;0.19. No VSEARCH hits at 0.97 identity.	Mammalia	urn:lsid:marinespecies.org:taxname:1837	class	asv.17_EE0301	EE0301
10945	present	Hugo Gante	eDNA expeditions citizen science sampling	180116	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Eupercaria incertae sedis	Sparidae	Oblada	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Oblada;Oblada_melanura, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits AF247399,AJ247297,GQ485272, identities 100,99.6,99.6, taxonomy Oblada_melanura,Oblada_melanura,Oblada_melanura, consensus Eukaryota;Chordata;Actinopteri;Spariformes;Sparidae;Oblada;Oblada_melanura.	Oblada melanura	urn:lsid:marinespecies.org:taxname:127056	species	asv.5_EE0309	EE0309
9307	present	Hugo Gante	eDNA expeditions citizen science sampling	441959	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Ovalentaria incertae sedis	Pomacentridae	Chromis	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;o_Actinopteri;Pomacentridae;Chromis;Chromis_chromis, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits AF517577,EF489735,EF489732,EF489738,FJ616425, identities 100,99.3,98.9,97.8,97, taxonomy Chromis_chromis,Chromis_chromis,Chromis_chromis,Chromis_limbata,Chromis_chromis, consensus Eukaryota;Chordata;Actinopteri;Pomacentridae;Chromis;Chromis_chromis.	Chromis chromis	urn:lsid:marinespecies.org:taxname:127000	species	asv.2_EE0301	EE0301
9210	present	Hugo Gante	eDNA expeditions citizen science sampling	495018	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Ovalentaria incertae sedis	Pomacentridae	Chromis	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;o_Actinopteri;Pomacentridae;Chromis;Chromis_chromis, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits AF517577,EF489735,EF489732,EF489738, identities 99.6,98.9,98.5,97.4, taxonomy Chromis_chromis,Chromis_chromis,Chromis_chromis,Chromis_limbata, consensus Eukaryota;Chordata;Actinopteri;Pomacentridae;Chromis;Chromis_chromis.	Chromis chromis	urn:lsid:marinespecies.org:taxname:127000	species	asv.23_EE0306	EE0306
8628	present	Hugo Gante	eDNA expeditions citizen science sampling	495018	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Blenniiformes	Blenniidae	Parablennius	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Parablennius;Parablennius_zvonimiri, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits AF324195,AY098841, identities 100,99.6, taxonomy Parablennius_zvonimiri,Parablennius_zvonimiri, consensus Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Parablennius;Parablennius_zvonimiri.	Parablennius zvonimiri	urn:lsid:marinespecies.org:taxname:126778	species	asv.24_EE0306	EE0306
