organismQuantity	occurrenceStatus	recordedBy	samplingProtocol	sampleSizeValue	organismQuantityType	sampleSizeUnit	phylum	class	order	family	genus	identificationRemarks	scientificName	scientificNameID	taxonRank	occurrenceID	materialSampleID
38562	present	Hugo Gante	eDNA expeditions citizen science sampling	262750	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Tetraodontiformes	Balistidae	Xanthichthys	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Balistidae;Xanthichthys;Xanthichthys_ringens, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits OP057049,HM998557,NC_011945,OP056966,EU108822,NC_011321,KT601036,KT601037,KT601035, identities 99.6,99.6,99.2,99.2,99.2,98.9,98.1,97.7,97.7, taxonomy Caristius_macropus,Xanthichthys_mento,Xanthichthys_auromarginatus,Xanthichthys_ringens,Xanthichthys_ringens,Xenobalistes_tumidipectoris,Xanthichthys_mento,Xanthichthys_ringens,Xanthichthys_auromarginatus, consensus Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Balistidae;Xanthichthys.	Xanthichthys ringens	urn:lsid:marinespecies.org:taxname:159486	species	asv.5_EE0129	EE0129
36687	present	Hugo Gante	eDNA expeditions citizen science sampling	77985	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Primates	Hominidae	Homo	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits JQ446410,KJ801473,JN160804,KY748238,DQ867014,HM246152,HM246151,KM978387,JF339215,JF339214, identities 100,100,100,100,100,100,100,100,100,100, taxonomy Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Panstrongylus_lignarius,Gallus_gallus,Thrips_alliorum,Echinothrips_americanus,Akabosia_matsudoensis,Physarum_xylophilum,Perichaena_chrysosperma, consensus Eukaryota.	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	asv.1_EE0100	EE0100
19989	present	Hugo Gante	eDNA expeditions citizen science sampling	166738	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Primates	Hominidae	Homo	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits KP340156,JQ446410,KJ801473,JN160804,KY748238,DQ867014,HM246152,HM246151,KM978387,JF339215, identities 100,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6, taxonomy Homo_sapiens,Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Panstrongylus_lignarius,Gallus_gallus,Thrips_alliorum,Echinothrips_americanus,Akabosia_matsudoensis,Physarum_xylophilum, consensus Eukaryota.	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	asv.2_EE0111	EE0111
18832	present	Hugo Gante	eDNA expeditions citizen science sampling	264929	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Primates	Hominidae	Homo	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits KP340156,JQ446410,KJ801473,JN160804,KY748238,DQ867014,HM246152,HM246151,KM978387,JF339215, identities 100,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6, taxonomy Homo_sapiens,Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Panstrongylus_lignarius,Gallus_gallus,Thrips_alliorum,Echinothrips_americanus,Akabosia_matsudoensis,Physarum_xylophilum, consensus Eukaryota.	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	asv.2_EE0098	EE0098
18612	present	Hugo Gante	eDNA expeditions citizen science sampling	478618	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Eupercaria incertae sedis	Labridae	Thalassoma	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Thalassoma;Thalassoma_grammaticum, confidences 1;1;1;1;1;1;0.53. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits KY815457,KY815461,OP035191,JF457673,JF457669,JF457668,AY850863,AY279754,JF457683,AY328993, identities 100,99.6,99.6,99.6,99.2,99.2,99.2,98.5,98.5,98.1, taxonomy Thalassoma_grammaticum,Thalassoma_lutescens,Thalassoma_duperrey,Thalassoma_genivittatum,Thalassoma_genivittatum,Thalassoma_genivittatum,Thalassoma_lutescens,Thalassoma_lunare,Thalassoma_hebraicum,Thalassoma_grammaticum, consensus Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Thalassoma.	Thalassoma	urn:lsid:marinespecies.org:taxname:126024	genus	asv.4_EE0106	EE0106
17751	present	Hugo Gante	eDNA expeditions citizen science sampling	238769	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Primates	Hominidae	Homo	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits JX266265,KP900754,JQ446410,KJ801473,JN415484,JN160804,KY748238,DQ867014,JN858956,HM246152, identities 100,100,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6, taxonomy Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Panstrongylus_lignarius,Gallus_gallus,Homo_sapiens,Thrips_alliorum, consensus Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens.	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	asv.7_EE0064	EE0064
17010	present	Hugo Gante	eDNA expeditions citizen science sampling	262750	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Eupercaria incertae sedis	Labridae	Thalassoma	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Thalassoma;Thalassoma_grammaticum, confidences 1;1;1;1;1;1;0.53. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits KY815457,KY815461,OP035191,JF457673,JF457669,JF457668,AY850863,AY279754,JF457683,AY328993, identities 100,99.6,99.6,99.6,99.2,99.2,99.2,98.5,98.5,98.1, taxonomy Thalassoma_grammaticum,Thalassoma_lutescens,Thalassoma_duperrey,Thalassoma_genivittatum,Thalassoma_genivittatum,Thalassoma_genivittatum,Thalassoma_lutescens,Thalassoma_lunare,Thalassoma_hebraicum,Thalassoma_grammaticum, consensus Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Thalassoma.	Thalassoma	urn:lsid:marinespecies.org:taxname:126024	genus	asv.4_EE0129	EE0129
14695	present	Hugo Gante	eDNA expeditions citizen science sampling	478618	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Stomiiformes	Phosichthyidae	Vinciguerria	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Stomiiformes;Phosichthyidae;Vinciguerria;Vinciguerria_lucetia, confidences 1;1;1;0.94;0.94;0.94;0.85. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits HQ127632, identities 100, taxonomy Vinciguerria_lucetia, consensus Eukaryota;Chordata;Actinopteri;Stomiiformes;Phosichthyidae;Vinciguerria;Vinciguerria_lucetia.	Vinciguerria lucetia	urn:lsid:marinespecies.org:taxname:274961	species	asv.6_EE0106	EE0106
14601	present	Hugo Gante	eDNA expeditions citizen science sampling	264929	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Anguilliformes	Muraenidae	Scuticaria	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Anguilliformes;Muraenidae;Scuticaria;Scuticaria_tigrina, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits AB702977,AB702973,DQ645717,AB702979,AB702978,AB702975,AB702974,AB702971, identities 100,99.6,99.6,99.3,99.3,99.3,99.3,99.3, taxonomy Scuticaria_tigrina,Scuticaria_tigrina,Scuticaria_tigrina,Scuticaria_tigrina,Scuticaria_tigrina,Scuticaria_tigrina,Scuticaria_tigrina,Scuticaria_tigrina, consensus Eukaryota;Chordata;Actinopteri;Anguilliformes;Muraenidae;Scuticaria;Scuticaria_tigrina.	Scuticaria tigrina	urn:lsid:marinespecies.org:taxname:217530	species	asv.9_EE0098	EE0098
11772	present	Hugo Gante	eDNA expeditions citizen science sampling	478618	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Primates	Hominidae	Homo	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;0.99;0.99;0.99;0.99;0.99;0.99. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits JQ446410,KJ801473,JN160804,KY748238,DQ867014,HM246152,HM246151,KM978387,JF339215,JF339214, identities 99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6, taxonomy Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Panstrongylus_lignarius,Gallus_gallus,Thrips_alliorum,Echinothrips_americanus,Akabosia_matsudoensis,Physarum_xylophilum,Perichaena_chrysosperma, consensus Eukaryota.	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	asv.3_EE0106	EE0106
10713	present	Hugo Gante	eDNA expeditions citizen science sampling	166738	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Primates	Hominidae	Homo	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits OR438553,JQ446410,KJ801473,JN160804,KY748238,DQ867014,HM246152,HM246151,KM978387,JF339215, identities 100,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6, taxonomy Homo_sapiens,Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Panstrongylus_lignarius,Gallus_gallus,Thrips_alliorum,Echinothrips_americanus,Akabosia_matsudoensis,Physarum_xylophilum, consensus Eukaryota.	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	asv.10_EE0111	EE0111
10356	present	Hugo Gante	eDNA expeditions citizen science sampling	179278	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Primates	Hominidae	Homo	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits KP340156,JQ446410,KJ801473,JN160804,KY748238,DQ867014,HM246152,HM246151,KM978387,JF339215, identities 100,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6, taxonomy Homo_sapiens,Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Panstrongylus_lignarius,Gallus_gallus,Thrips_alliorum,Echinothrips_americanus,Akabosia_matsudoensis,Physarum_xylophilum, consensus Eukaryota.	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	asv.2_EE0060	EE0060
10251	present	Hugo Gante	eDNA expeditions citizen science sampling	478618	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Blenniiformes	Tripterygiidae	Axoclinus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Blenniiformes;Tripterygiidae;Axoclinus;Axoclinus_storeyae, confidences 1;1;1;1;1;0.91;0.77. No VSEARCH hits at 0.97 identity.	Axoclinus	urn:lsid:marinespecies.org:taxname:268469	genus	asv.11_EE0106	EE0106
9243	present	Hugo Gante	eDNA expeditions citizen science sampling	279041	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Scombriformes	Scombridae	Thunnus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Thunnus;Thunnus_tonggol, confidences 1;1;1;1;1;1;0.71. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits MH124734,HQ641685,AB097669,KF925362,KM055377,GQ461734,MW595824,MH124735,MH124733,AB185022, identities 100,100,100,100,100,100,100,99.6,99.6,99.6, taxonomy Thunnus_tonggol,Thunnus_albacares,Thunnus_thynnus,Thunnus_maccoyii,Katsuwonus_pelamis,Thunnus_obesus,Thunnus_alalunga,Thunnus_tonggol,Thunnus_tonggol,Thunnus_orientalis, consensus Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Thunnus.	Thunnus	urn:lsid:marinespecies.org:taxname:126065	genus	asv.8_EE0101	EE0101
9180	present	Hugo Gante	eDNA expeditions citizen science sampling	77985	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Primates	Hominidae	Homo	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits KP340156,JQ446410,KJ801473,JN160804,KY748238,DQ867014,HM246152,HM246151,KM978387,JF339215, identities 100,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6, taxonomy Homo_sapiens,Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Panstrongylus_lignarius,Gallus_gallus,Thrips_alliorum,Echinothrips_americanus,Akabosia_matsudoensis,Physarum_xylophilum, consensus Eukaryota.	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	asv.2_EE0100	EE0100
8723	present	Hugo Gante	eDNA expeditions citizen science sampling	326456	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Blenniiformes	Tripterygiidae	Axoclinus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Blenniiformes;Tripterygiidae;Axoclinus;Axoclinus_storeyae, confidences 1;1;1;1;1;0.96;0.8. No VSEARCH hits at 0.97 identity.	Axoclinus storeyae	urn:lsid:marinespecies.org:taxname:293661	species	asv.16_EE0065	EE0065
8543	present	Hugo Gante	eDNA expeditions citizen science sampling	264929	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Carangiformes	Carangidae	Seriola	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;Seriola_lalandi, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits AY820734,MW309824,GU332641,MK158068,NC_082554,HQ641683,MK158067,NC_082753,HQ127636,NC_027183, identities 100,99,99,98.3,97.9,97.9,97.6,97.6,97.6,97.2, taxonomy Seriola_lalandi,Seriola_lalandi,Seriola_lalandi,Seriola_lalandi,Seriola_fasciata,Seriola_quinqueradiata,Seriola_quinqueradiata,Seriola_zonata,Naucrates_ductor,Seriola_rivoliana, consensus Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Seriola.	Seriola lalandi	urn:lsid:marinespecies.org:taxname:218436	species	asv.12_EE0098	EE0098
8152	present	Hugo Gante	eDNA expeditions citizen science sampling	326456	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Primates	Hominidae	Homo	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;0.99;0.99;0.99;0.99;0.99;0.99. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits JQ446410,KJ801473,JN160804,KY748238,DQ867014,HM246152,HM246151,KM978387,JF339215,JF339214, identities 99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6, taxonomy Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Panstrongylus_lignarius,Gallus_gallus,Thrips_alliorum,Echinothrips_americanus,Akabosia_matsudoensis,Physarum_xylophilum,Perichaena_chrysosperma, consensus Eukaryota.	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	asv.3_EE0065	EE0065
7793	present	Hugo Gante	eDNA expeditions citizen science sampling	279041	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Primates	Hominidae	Homo	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;0.99;0.99;0.99;0.99;0.99;0.99. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits JQ446410,KJ801473,JN160804,KY748238,DQ867014,HM246152,HM246151,KM978387,JF339215,JF339214, identities 99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6, taxonomy Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Panstrongylus_lignarius,Gallus_gallus,Thrips_alliorum,Echinothrips_americanus,Akabosia_matsudoensis,Physarum_xylophilum,Perichaena_chrysosperma, consensus Eukaryota.	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	asv.3_EE0101	EE0101
