asv	sum.taxonomy	identificationRemarks
11	asv.11	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachinotus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachinotus;Trachinotus_rhodopus, confidences 1;1;1;1;1;1;0.68. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits HM778174, identities 97.1, taxonomy Trachinotus_rhodopus, consensus Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachinotus;Trachinotus_rhodopus.
12	asv.12	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Decapterus;Decapterus_macarellus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Decapterus;Decapterus_macarellus, confidences 1;1;1;1;1;1;0.98. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits NC_026718,DQ660428,NC_023458,OP057048,HQ127635, identities 100,97.6,97.6,97.2,97.2, taxonomy Decapterus_macarellus,Decapterus_russelli,Decapterus_macrosoma,Gymnomuraena_zebra,Decapterus_muroadsi, consensus Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Decapterus.
13	asv.13	Eukaryota;Chordata;Actinopteri;Stomiiformes;Phosichthyidae;Vinciguerria;Vinciguerria_lucetia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Stomiiformes;Phosichthyidae;Vinciguerria;Vinciguerria_lucetia, confidences 1;1;1;0.9;0.9;0.9;0.85. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits HQ127632, identities 100, taxonomy Vinciguerria_lucetia, consensus Eukaryota;Chordata;Actinopteri;Stomiiformes;Phosichthyidae;Vinciguerria;Vinciguerria_lucetia.
14	asv.14	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paranthias;Paranthias_colonus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paranthias;Paranthias_colonus, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits AF297301, identities 99.2, taxonomy Paranthias_colonus, consensus Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paranthias;Paranthias_colonus.
15	asv.15	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus_vaigiensis	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus_vaigiensis, confidences 1;1;1;1;1;1;0.96. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits KC136578,KX494866,KX278315,KC136568,KC136538,KC136535,KC136423,AY279664,HQ010103,KC136565, identities 100,99.6,99.6,99.6,99.6,99.6,99.6,99.2,99.2,99.2, taxonomy Kyphosus_ocyurus,Kyphosus_bigibbus,Kyphosus_vaigiensis,Kyphosus_incisor,Kyphosus_cinerascens,Kyphosus_elegans,Kyphosus_analogus,Kyphosus_vaigiensis,Kyphosus_analogus,Kyphosus_elegans, consensus Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus.
16	asv.16	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Scarus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Scarus;Scarus_rubroviolaceus, confidences 1;1;1;1;1;1;0.45. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits JX026509,JX026508,JX026507,EU601253,JX026506,JX026501,KY815450,JX026521,JX026482,AY081087, identities 99.6,99.6,99.6,99.6,99.2,99.2,99.2,98.9,98.9,98.5, taxonomy Scarus_aff._rubroviolaceus_SY,Scarus_aff._rubroviolaceus_OM,Scarus_aff._rubroviolaceus_GBR,Scarus_rubroviolaceus,Scarus_aff._rubroviolaceus_EP,Scarus_persicus,Scarus_ferrugineus,Scarus_zufar,Scarus_ferrugineus,Scarus_frenatus, consensus Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Scarus.
17	asv.17	Eukaryota;Chordata;Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Odontesthes;Odontesthes_regia, confidences 1;1;1;0.77;0.7;0.33;0.25. No VSEARCH hits at 0.97 identity.
18	asv.18	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Elagatis;Elagatis_bipinnulata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Elagatis;Elagatis_bipinnulata, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits NC_029880, identities 100, taxonomy Elagatis_bipinnulata, consensus Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Elagatis;Elagatis_bipinnulata.
19	asv.19	Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus_scrofa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus_scrofa, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits AY574046,AY236432,KM998967,AF107224,GQ338944,KJ193251,AY574047,KT279759,KC208030,GQ338946, identities 100,100,99.6,99.6,99.6,99.6,99.2,99.2,99.2,99.2, taxonomy Sus_scrofa,Sus_scrofa,Sus_scrofa,Sus_scrofa,Sus_barbatus,Thryonomys_swinderianus,Sus_scrofa,Sus_scrofa,Sus_scrofa,Sus_celebensis, consensus Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus_scrofa.
20	asv.20	Eukaryota;Chordata;Actinopteri;Blenniiformes;Tripterygiidae;Axoclinus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Blenniiformes;Tripterygiidae;Axoclinus;Axoclinus_storeyae, confidences 1;1;1;1;1;0.81;0.39. No VSEARCH hits at 0.97 identity.
21	asv.21	Eukaryota;Chordata;Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;o_Actinopteri;Opistognathidae;Opistognathus;Opistognathus_macrognathus, confidences 1;1;0.99;0.23;0.16;0.16;0.16. No VSEARCH hits at 0.97 identity.
22	asv.22	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Balistidae;Canthidermis;Canthidermis_maculata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Balistidae;Canthidermis;Canthidermis_maculata, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits DQ532845,KT601008,KT601007, identities 98.9,97.7,97.7, taxonomy Canthidermis_maculata,Canthidermis_sufflamen,Canthidermis_maculata, consensus Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Balistidae;Canthidermis;Canthidermis_maculata.
23	asv.23	Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Ophioblennius;Ophioblennius_atlanticus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Ophioblennius;Ophioblennius_atlanticus, confidences 1;1;1;1;1;0.98;0.98. No VSEARCH hits at 0.97 identity.
24	asv.24	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;0.99;0.99;0.99;0.99;0.99;0.99. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits JQ446410,KJ801473,JN160804,KY748238,DQ867014,HM246152,HM246151,KM978387,JF339215,JF339214, identities 99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6, taxonomy Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Panstrongylus_lignarius,Gallus_gallus,Thrips_alliorum,Echinothrips_americanus,Akabosia_matsudoensis,Physarum_xylophilum,Perichaena_chrysosperma, consensus Eukaryota.
25	asv.25	Eukaryota;Chordata;Actinopteri;o_Actinopteri;Pomacanthidae;Holacanthus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;o_Actinopteri;Pomacanthidae;Holacanthus;Holacanthus_passer, confidences 1;1;1;1;1;1;0.79. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits JQ741048,NC_026453,DQ532882,KC845328,AY530857,AF055614,KC845337,KC845335,EF616984, identities 100,100,99.6,99.6,99.6,99.2,99.2,98.9,98.9, taxonomy Holacanthus_passer,Holacanthus_clarionensis,Holacanthus_limbaughi,Holacanthus_limbaughi,Holacanthus_passer,Holacanthus_ciliaris,Holacanthus_bermudensis,Holacanthus_ciliaris,Holacanthus_bermudensis, consensus Eukaryota;Chordata;Actinopteri;Pomacanthidae;Holacanthus.
26	asv.26	Eukaryota;Chordata;Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Citharidae;Brachypleura;Brachypleura_novaezeelandiae, confidences 1;0.99;0.86;0.03;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.
27	asv.27	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Bodianus;Bodianus_diplotaenia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Bodianus;Bodianus_diplotaenia, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits KY815367,KY815369, identities 100,97.7, taxonomy Bodianus_diplotaenia,Bodianus_pulchellus, consensus Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Bodianus.
28	asv.28	Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Entomacrodus;Entomacrodus_sealei	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Entomacrodus;Entomacrodus_sealei, confidences 1;1;1;1;1;1;0.81. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits KX301956, identities 98.5, taxonomy Entomacrodus_sealei, consensus Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Entomacrodus;Entomacrodus_sealei.
29	asv.29	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachinotus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachinotus;Trachinotus_rhodopus, confidences 1;1;1;1;1;1;0.77. No VSEARCH hits at 0.97 identity.
30	asv.30	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Caranx;Caranx_melampygus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Caranx;Caranx_melampygus, confidences 1;1;1;1;1;1;0.98. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits DQ427058,DQ427057,DQ427056,LC646859,DQ532847,NC_082556,DQ427054,LC646855, identities 100,100,100,99.3,97.6,97.6,97.2,97.2, taxonomy Caranx_melampygus,Caranx_melampygus_x_Caranx_sexfasciatus,Caranx_ignobilis_x_Caranx_melampygus,Caranx_papuensis,Caranx_hippos,Caranx_latus,Caranx_ignobilis,Caranx_heberi, consensus Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Caranx.
31	asv.31	Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Ophioblennius;Ophioblennius_atlanticus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Ophioblennius;Ophioblennius_atlanticus, confidences 1;1;1;1;1;0.98;0.98. No VSEARCH hits at 0.97 identity.
32	asv.32	Eukaryota;Chordata;Mammalia;Primates	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Cercopithecidae;Lophocebus;Lophocebus_aterrimus, confidences 1;0.98;0.97;0.95;0.5;0.22;0.22. No VSEARCH hits at 0.97 identity.
33	asv.33	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paranthias;Paranthias_colonus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paranthias;Paranthias_colonus, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits AF297301,EU099491,AY947584, identities 98.9,98.1,97.7, taxonomy Paranthias_colonus,Paranthias_colonus,Paranthias_furcifer, consensus Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paranthias;Paranthias_colonus.
34	asv.34	Eukaryota;Chordata;Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Odontesthes;Odontesthes_regia, confidences 1;1;1;0.76;0.7;0.33;0.27. No VSEARCH hits at 0.97 identity.
35	asv.35	Eukaryota;Chordata;Aves;Pelecaniformes;Sulidae;Sula	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Aves;Pelecaniformes;Sulidae;Sula;Sula_dactylatra, confidences 1;1;1;0.99;0.99;0.99;0.6. No VSEARCH hits at 0.97 identity.
36	asv.36	Eukaryota;Chordata;Actinopteri;o_Actinopteri;Pomacentridae;Microspathodon;Microspathodon_dorsalis	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;o_Actinopteri;Pomacentridae;Microspathodon;Microspathodon_dorsalis, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits FJ616460, identities 100, taxonomy Microspathodon_dorsalis, consensus Eukaryota;Chordata;Actinopteri;Pomacentridae;Microspathodon;Microspathodon_dorsalis.
37	asv.37	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Cirrhitidae;Cirrhitichthys;Cirrhitichthys_aprinus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Centrarchiformes;Cirrhitidae;Cirrhitichthys;Cirrhitichthys_aprinus, confidences 1;1;1;0.99;0.99;0.87;0.87. No VSEARCH hits at 0.97 identity.
38	asv.38	Eukaryota;Chordata;Actinopteri;Holocentriformes;Holocentridae;Myripristis	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Holocentriformes;Holocentridae;Myripristis;Myripristis_jacobus, confidences 1;1;1;1;1;1;0.53. No VSEARCH hits at 0.97 identity.
39	asv.39	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Cirrhitidae;Cirrhitus;Cirrhitus_rivulatus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Centrarchiformes;Cirrhitidae;Cirrhitus;Cirrhitus_rivulatus, confidences 1;1;1;1;1;1;0.99. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits AY539059, identities 99.2, taxonomy Cirrhitus_rivulatus, consensus Eukaryota;Chordata;Actinopteri;Centrarchiformes;Cirrhitidae;Cirrhitus;Cirrhitus_rivulatus.
40	asv.40	Eukaryota;Chordata;Actinopteri;Blenniiformes;Tripterygiidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Blenniiformes;Tripterygiidae;Axoclinus;Axoclinus_lucillae, confidences 1;1;1;1;1;0.63;0.34. No VSEARCH hits at 0.97 identity.
41	asv.41	Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus_quinquelineatus, confidences 1;1;1;1;1;1;0.69. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits DQ784734,DQ784736,MG417052,AY292662,NC_009869,DQ444483, identities 100,99.6,99.6,97.7,97.7,97.3, taxonomy Lutjanus_kasmira,Lutjanus_quinquelineatus,Lutjanus_quinquelineatus,Lutjanus_stellatus,Lutjanus_rivulatus,Lutjanus_stellatus, consensus Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus.
42	asv.42	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Thalassoma;Thalassoma_lucasanum	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Thalassoma;Thalassoma_lucasanum, confidences 1;1;1;1;1;0.99;0.99. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits MG547688,AY328999, identities 99.6,97.7, taxonomy Thalassoma_lucasanum,Thalassoma_lucasanum, consensus Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Thalassoma;Thalassoma_lucasanum.
43	asv.43	Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Carcharhinidae;Carcharhinus;Carcharhinus_falciformis	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Carcharhinidae;Carcharhinus;Carcharhinus_falciformis, confidences 1;1;1;1;1;1;0.95. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits KF801102,NC_047238,AY462148,NC_027081,NC_024596,NC_020611,MT995631,OP056803,AY462151,AY462149, identities 100,98.5,98.5,98.2,98.2,98.2,98.2,98.2,98.1,98.1, taxonomy Carcharhinus_falciformis,Carcharhinus_amblyrhynchos,Carcharhinus_amblyrhynchos,Carcharhinus_brevipinna,Carcharhinus_plumbeus,Carcharhinus_obscurus,Carcharhinus_brachyurus,Carcharhinus_limbatus,Carcharhinus_plumbeus,Carcharhinus_brevipinna, consensus Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Carcharhinidae;Carcharhinus.
44	asv.44	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Thalassoma;Thalassoma_lucasanum	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Thalassoma;Thalassoma_lucasanum, confidences 1;1;1;1;1;0.99;0.99. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits MG547688,AY328999, identities 99.6,97.7, taxonomy Thalassoma_lucasanum,Thalassoma_lucasanum, consensus Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Thalassoma;Thalassoma_lucasanum.
45	asv.45	Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;Tursiops;Tursiops_truncatus, confidences 1;1;1;1;1;0.66;0.66. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits U13123,NC_012057,DQ839318,NC_012051,NC_012061,NC_012058,AB481388,KX857446,JF504719,KU992072, identities 100,100,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6, taxonomy Tursiops_truncatus,Sousa_chinensis,Tursiops_truncatus,Stenella_attenuata,Delphinus_capensis,Tursiops_aduncus,Delphinus_delphis,Stenella_longirostris,Stenella_longirostris,Tursiops_truncatus, consensus Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae.
46	asv.46	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Thalassoma;Thalassoma_lucasanum	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Thalassoma;Thalassoma_lucasanum, confidences 1;1;1;1;1;0.99;0.99. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits MG547688,AY328999, identities 99.6,97.7, taxonomy Thalassoma_lucasanum,Thalassoma_lucasanum, consensus Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Thalassoma;Thalassoma_lucasanum.
47	asv.47	Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;0.82;0.82;0.82;0.82;0.82;0.82. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits JF824990,JQ446410,KJ801473,JN160804,KY748238,DQ867014,HM246152,HM246151,KM978387,JF339215, identities 99.6,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2, taxonomy Homo_sapiens,Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Panstrongylus_lignarius,Gallus_gallus,Thrips_alliorum,Echinothrips_americanus,Akabosia_matsudoensis,Physarum_xylophilum, consensus Eukaryota.
