organismQuantity	occurrenceStatus	recordedBy	samplingProtocol	sampleSizeValue	organismQuantityType	sampleSizeUnit	kingdom	phylum	class	order	family	genus	identificationRemarks	scientificName	scientificNameID	taxonRank	occurrenceID	materialSampleID
34757	present	Hugo Gante	eDNA expeditions citizen science sampling	810330	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata					Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Synbranchiformes;f__Mastacembelidae;g__Mastacembelus;s__Mastacembelus_mastacembelus, confidences 1;1;0.97;0.87;0.06;0.06;0.06;0.02. No VSEARCH hits at 0.97 identity.	Actinopteri	urn:lsid:marinespecies.org:taxname:843664	superclass	asv.14_EE0528	EE0528
30840	present	Hugo Gante	eDNA expeditions citizen science sampling	810330	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata					Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Synbranchiformes;f__Mastacembelidae;g__Mastacembelus;s__Mastacembelus_mastacembelus, confidences 1;1;0.98;0.93;0.1;0.1;0.1;0.05. No VSEARCH hits at 0.97 identity.	Actinopteri	urn:lsid:marinespecies.org:taxname:843664	superclass	asv.16_EE0528	EE0528
28981	present	Hugo Gante	eDNA expeditions citizen science sampling	666494	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;1;1;1;1;1. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits KY411495,KC911343,DQ112748,MN503404,JQ702405,JQ702343,JN160804,KU867614,KP900763,KT587616, identities 100,100,100,100,100,100,100,99.4,99.4,99.4, taxonomy Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Homo_sapiens,Homo_sapiens,Homo_sapiens, consensus Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens.	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	asv.7_EE0526	EE0526
28880	present	Hugo Gante	eDNA expeditions citizen science sampling	666494	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;1;1;1;1;1. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits KY411495,KC911343,DQ112748,MN503404,JQ702405,JQ702343,JN160804,KU867614,KP900763,KT587616, identities 100,100,100,100,100,100,100,99.4,99.4,99.4, taxonomy Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Homo_sapiens,Homo_sapiens,Homo_sapiens, consensus Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens.	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	asv.6_EE0526	EE0526
28245	present	Hugo Gante	eDNA expeditions citizen science sampling	964571	DNA Sequence reads	DNA Sequence reads	Animalia						Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Insecta;o__Coleoptera;f__Scarabaeidae;g__Protaetia;s__Protaetia_brevitarsis, confidences 1;0.99;0.13;0.12;0.11;0.11;0.11;0.11. No VSEARCH hits at 0.97 identity.	Metazoa	urn:lsid:marinespecies.org:taxname:1486573	subkingdom	asv.18_EE0524	EE0524
26500	present	Hugo Gante	eDNA expeditions citizen science sampling	964571	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Gobiiformes	Gobiidae		Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Parachaeturichthys;s__Parachaeturichthys_polynema, confidences 1;1;1;1;0.97;0.97;0.34;0.34. No VSEARCH hits at 0.97 identity.	Gobiidae	urn:lsid:marinespecies.org:taxname:125537	family	asv.19_EE0524	EE0524
26044	present	Hugo Gante	eDNA expeditions citizen science sampling	964571	DNA Sequence reads	DNA Sequence reads	Animalia						Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Insecta;o__Coleoptera;f__Scarabaeidae;g__Protaetia;s__Protaetia_brevitarsis, confidences 1;0.92;0.07;0.04;0.03;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.	Metazoa	urn:lsid:marinespecies.org:taxname:1486573	subkingdom	asv.13_EE0524	EE0524
25505	present	Hugo Gante	eDNA expeditions citizen science sampling	810330	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata					Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Synbranchiformes;f__Mastacembelidae;g__Mastacembelus;s__Mastacembelus_mastacembelus, confidences 1;1;1;0.86;0.13;0.13;0.13;0.12. No VSEARCH hits at 0.97 identity.	Actinopteri	urn:lsid:marinespecies.org:taxname:843664	superclass	asv.20_EE0528	EE0528
24150	present	Hugo Gante	eDNA expeditions citizen science sampling	666494	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;1;1;1;1;1. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits KY411495,KC911343,DQ112748,MN503404,JQ702405,JQ702343,JN160804,KU867614,KP900763,KT587616, identities 100,100,100,100,100,100,100,99.4,99.4,99.4, taxonomy Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Homo_sapiens,Homo_sapiens,Homo_sapiens, consensus Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens.	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	asv.9_EE0526	EE0526
20973	present	Hugo Gante	eDNA expeditions citizen science sampling	666494	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Atheriniformes	Atherinidae	Atherinomorus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Atheriniformes;f__Atherinidae;g__Atherinomorus;s__Atherinomorus_lacunosus, confidences 1;1;1;1;1;1;1;1. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits LC277851,NC_036768, identities 100,97.6, taxonomy Atherinomorus_lacunosus,Atherinomorus_lacunosus, consensus Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinidae;Atherinomorus;Atherinomorus_lacunosus.	Atherinomorus lacunosus	urn:lsid:marinespecies.org:taxname:126331	species	asv.23_EE0526	EE0526
20950	present	Hugo Gante	eDNA expeditions citizen science sampling	666494	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata					Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cichliformes;f__Cichlidae;g__Paratilapia;s__Paratilapia_polleni, confidences 1;0.99;0.97;0.81;0.18;0.18;0.01;0.01. No VSEARCH hits at 0.97 identity.	Actinopteri	urn:lsid:marinespecies.org:taxname:843664	superclass	asv.17_EE0526	EE0526
20186	present	Hugo Gante	eDNA expeditions citizen science sampling	666494	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Ovalentaria incertae sedis	Pomacentridae	Abudefduf	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__undef_Actinopteri;f__Pomacentridae;g__Abudefduf;s__Abudefduf_sordidus, confidences 1;1;1;1;1;1;1;1. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits FJ616296,LC778715,LC557081,OP035089,MZ598431,FJ616294,LC654182, identities 100,99.4,99.4,98.8,98.8,98.2,97.6, taxonomy Abudefduf_sordidus,Abudefduf_sordidus,Abudefduf_sordidus,Abudefduf_sordidus,Abudefduf_sordidus,Abudefduf_septemfasciatus,Abudefduf_notatus, consensus Eukaryota;Chordata;Actinopteri;Pomacentridae;Abudefduf;Abudefduf_sordidus.	Abudefduf sordidus	urn:lsid:marinespecies.org:taxname:212888	species	asv.15_EE0526	EE0526
19199	present	Hugo Gante	eDNA expeditions citizen science sampling	964571	DNA Sequence reads	DNA Sequence reads	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Identification based on blastn against the full nt database (downloaded on 2021-11-25), and with basta-lca with filtering on: 95 percent identity, 5e-13 e-value, and 150 alignment length	Pseudomonas	urn:lsid:marinespecies.org:taxname:570642	genus	asv.1839_EE0524	EE0524
19129	present	Hugo Gante	eDNA expeditions citizen science sampling	810330	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Mulliformes	Mullidae	Parupeneus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Syngnathiformes;f__Mullidae;g__Parupeneus;s__Parupeneus_ciliatus, confidences 1;1;1;1;0.98;0.97;0.97;0.72. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits LC278109,MZ598367,NC_060686,AP018401, identities 98.8,98.8,97.7,97.1, taxonomy Parupeneus_barberinus,Parupeneus_barberinus,Parupeneus_indicus,Parupeneus_barberinus, consensus Eukaryota;Chordata;Actinopteri;Syngnathiformes;Mullidae;Parupeneus;Parupeneus_barberinus.	Parupeneus	urn:lsid:marinespecies.org:taxname:204915	genus	asv.26_EE0528	EE0528
18490	present	Hugo Gante	eDNA expeditions citizen science sampling	964571	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Gobiiformes	Gobiidae		Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Parachaeturichthys;s__Parachaeturichthys_polynema, confidences 1;1;1;1;0.97;0.97;0.29;0.29. No VSEARCH hits at 0.97 identity.	Gobiidae	urn:lsid:marinespecies.org:taxname:125537	family	asv.28_EE0524	EE0524
18063	present	Hugo Gante	eDNA expeditions citizen science sampling	666494	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Acanthuriformes	Acanthuridae	Acanthurus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Acanthuriformes;f__Acanthuridae;g__Acanthurus;s__Acanthurus_nigricans, confidences 1;1;1;1;0.97;0.97;0.97;0.66. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits OP035305,OP035303,OP035106,LC710300,OP035153,AB972119,OP035275,OP035258,OP035181,MZ598146, identities 98.8,98.8,98.8,98.8,98.2,98.2,97.6,97.6,97.6,97.6, taxonomy Acanthurus_olivaceus,Acanthurus_nigroris,Acanthurus_achilles,Acanthurus_nigros,Acanthurus_coeruleus,Acanthurus_olivaceus,Acanthurus_triostegus,Acanthurus_nigricans,Acanthurus_leucopareius,Acanthurus_pyroferus, consensus Eukaryota;Chordata;Actinopteri;Acanthuriformes;Acanthuridae;Acanthurus.	Acanthurus	urn:lsid:marinespecies.org:taxname:125908	genus	asv.27_EE0526	EE0526
17215	present	Hugo Gante	eDNA expeditions citizen science sampling	810330	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;1;1;1;1;1. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits KY411495,KC911343,DQ112748,MN503404,JQ702405,JQ702343,JN160804,KU867614,KP900763,KT587616, identities 100,100,100,100,100,100,100,99.4,99.4,99.4, taxonomy Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Homo_sapiens,Homo_sapiens,Homo_sapiens, consensus Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens.	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	asv.2_EE0528	EE0528
15937	present	Hugo Gante	eDNA expeditions citizen science sampling	810330	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Mulliformes	Mullidae	Mulloidichthys	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Syngnathiformes;f__Mullidae;g__Mulloidichthys;s__Mulloidichthys_vanicolensis, confidences 1;1;1;1;0.99;0.99;0.99;0.99. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits OP035107,LC640047,OP056954,MZ598154, identities 99.4,97.1,97.1,97.1, taxonomy Mulloidichthys_flavolineatus,Mulloidichthys_vanicolensis,Mulloidichthys_martinicus,Mulloidichthys_mimicus, consensus Eukaryota;Chordata;Actinopteri;Syngnathiformes;Mullidae;Mulloidichthys.	Mulloidichthys vanicolensis	urn:lsid:marinespecies.org:taxname:218648	species	asv.29_EE0528	EE0528
15406	present	Hugo Gante	eDNA expeditions citizen science sampling	666494	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata					Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cichliformes;f__Cichlidae;g__Paratilapia;s__Paratilapia_polleni, confidences 1;0.99;0.97;0.83;0.2;0.2;0.01;0.01. No VSEARCH hits at 0.97 identity.	Actinopteri	urn:lsid:marinespecies.org:taxname:843664	superclass	asv.22_EE0526	EE0526
14850	present	Hugo Gante	eDNA expeditions citizen science sampling	666494	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Ovalentaria incertae sedis	Pomacentridae	Abudefduf	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__undef_Actinopteri;f__Pomacentridae;g__Abudefduf;s__Abudefduf_sordidus, confidences 1;1;1;1;1;1;1;1. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits FJ616296,LC778715,LC557081,OP035089,MZ598431,FJ616294,LC654182, identities 100,99.4,99.4,98.8,98.8,98.2,97.6, taxonomy Abudefduf_sordidus,Abudefduf_sordidus,Abudefduf_sordidus,Abudefduf_sordidus,Abudefduf_sordidus,Abudefduf_septemfasciatus,Abudefduf_notatus, consensus Eukaryota;Chordata;Actinopteri;Pomacentridae;Abudefduf;Abudefduf_sordidus.	Abudefduf sordidus	urn:lsid:marinespecies.org:taxname:212888	species	asv.21_EE0526	EE0526
14436	present	Hugo Gante	eDNA expeditions citizen science sampling	666494	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata					Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cichliformes;f__Cichlidae;g__Paratilapia;s__Paratilapia_polleni, confidences 1;0.99;0.97;0.87;0.26;0.26;0.01;0.01. No VSEARCH hits at 0.97 identity.	Actinopteri	urn:lsid:marinespecies.org:taxname:843664	superclass	asv.25_EE0526	EE0526
14427	present	Hugo Gante	eDNA expeditions citizen science sampling	964571	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;1;1;1;1;1. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits KY411495,KC911343,DQ112748,MN503404,JQ702405,JQ702343,JN160804,KU867614,KP900763,KT587616, identities 100,100,100,100,100,100,100,99.4,99.4,99.4, taxonomy Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Homo_sapiens,Homo_sapiens,Homo_sapiens, consensus Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens.	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	asv.2_EE0524	EE0524
14096	present	Hugo Gante	eDNA expeditions citizen science sampling	810330	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Blenniiformes	Blenniidae	Istiblennius	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Blenniiformes;f__Blenniidae;g__Istiblennius;s__Istiblennius_enosimae, confidences 1;1;1;1;1;1;1;1. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits LC506690,LC765211,LC069733, identities 98.2,97.6,97.6, taxonomy Istiblennius_enosimae,Istiblennius_enosimae,Istiblennius_edentulus, consensus Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Istiblennius;Istiblennius_enosimae.	Istiblennius enosimae	urn:lsid:marinespecies.org:taxname:311917	species	asv.24_EE0528	EE0528
14057	present	Hugo Gante	eDNA expeditions citizen science sampling	810330	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Ovalentaria incertae sedis	Pomacentridae	Abudefduf	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__undef_Actinopteri;f__Pomacentridae;g__Abudefduf;s__Abudefduf_sordidus, confidences 1;1;1;1;1;1;1;1. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits FJ616296,LC778715,LC557081,OP035089,MZ598431,FJ616294,LC654182, identities 100,99.4,99.4,98.8,98.8,98.2,97.6, taxonomy Abudefduf_sordidus,Abudefduf_sordidus,Abudefduf_sordidus,Abudefduf_sordidus,Abudefduf_sordidus,Abudefduf_septemfasciatus,Abudefduf_notatus, consensus Eukaryota;Chordata;Actinopteri;Pomacentridae;Abudefduf;Abudefduf_sordidus.	Abudefduf sordidus	urn:lsid:marinespecies.org:taxname:212888	species	asv.15_EE0528	EE0528
13340	present	Hugo Gante	eDNA expeditions citizen science sampling	810330	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Mulliformes	Mullidae	Parupeneus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Syngnathiformes;f__Mullidae;g__Parupeneus;s__Parupeneus_ciliatus, confidences 1;1;1;1;0.98;0.97;0.97;0.72. Confirmation with VSEARCH against the 12S_ncbi_CRABS_202311 database at 0.97 similarity: hits LC278109,MZ598367,NC_060686,AP018401, identities 98.8,98.8,97.7,97.1, taxonomy Parupeneus_barberinus,Parupeneus_barberinus,Parupeneus_indicus,Parupeneus_barberinus, consensus Eukaryota;Chordata;Actinopteri;Syngnathiformes;Mullidae;Parupeneus;Parupeneus_barberinus.	Parupeneus	urn:lsid:marinespecies.org:taxname:204915	genus	asv.33_EE0528	EE0528
13335	present	Hugo Gante	eDNA expeditions citizen science sampling	964571	DNA Sequence reads	DNA Sequence reads	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales			Identification based on blastn against the full nt database (downloaded on 2021-11-25), and with basta-lca with filtering on: 95 percent identity, 5e-13 e-value, and 150 alignment length	Oceanospirillales	urn:lsid:marinespecies.org:taxname:393021	order	asv.32_EE0524	EE0524
