asv	sum.taxonomy	identificationRemarks
11	asv.11	Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus_scrofa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus_scrofa, confidences 1;1;1;1;1;1;0.86. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits KT372134,KF569218,AY337045,KF472177,KT261430,KX147101,AY334492,KM520149,KM520139,KT194217, identities 100,100,99.4,99.4,99.4,98.8,98.8,98.8,98.8,98.8, taxonomy Sus_scrofa,Sus_scrofa,Sus_scrofa,Sus_scrofa,Sus_scrofa,Sus_scrofa,Sus_scrofa,Sus_scrofa,Sus_scrofa,Sus_scrofa, consensus Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus_scrofa.
12	asv.12	Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Euthynnus;Euthynnus_affinis	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Euthynnus;Euthynnus_affinis, confidences 1;1;1;1;0.99;0.89;0.89. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits OP057037,AP012946,AB099716,AB103467,NC_005316,KP793738,OP057064,AB105165,KP259551,MK801690, identities 100,100,99.4,98.8,98.8,98.8,98.2,98.2,98.2,98.2, taxonomy Sphyrna_zygaena,Euthynnus_affinis,Euthynnus_alletteratus,Auxis_rochei,Katsuwonus_pelamis,Euthynnus_affinis,Makaira_nigricans,Auxis_rochei,Auxis_thazard,Auxis_thazard, consensus Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae.
13	asv.13	Eukaryota;Chordata;Actinopteri;Beloniformes;Belonidae;Tylosurus;Tylosurus_acus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Beloniformes;Belonidae;Tylosurus;Tylosurus_acus, confidences 1;1;1;1;1;1;0.82. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits LC021296,MH248221, identities 100,97.6, taxonomy Tylosurus_acus,Tylosurus_crocodilus, consensus Eukaryota;Chordata;Actinopteri;Beloniformes;Belonidae;Tylosurus.
14	asv.14	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Cephalopholis	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Cephalopholis;Cephalopholis_sexmaculata, confidences 1;1;1;0.95;0.95;0.85;0.26. No VSEARCH hits at 0.97 identity.
15	asv.15	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Cephalopholis	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Cephalopholis;Cephalopholis_sexmaculata, confidences 1;1;1;0.99;0.98;0.9;0.26. No VSEARCH hits at 0.97 identity.
16	asv.16	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Labidesthes;Labidesthes_sicculus, confidences 1;1;1;0.89;0.88;0.72;0.72. No VSEARCH hits at 0.97 identity.
17	asv.17	Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus_scrofa	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus_scrofa, confidences 1;1;1;1;1;1;0.86. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits KT372134,KF569218,AY337045,KF472177,KT261430,KX147101,AY334492,KM520149,KM520139,KT194217, identities 100,100,99.4,99.4,99.4,98.8,98.8,98.8,98.8,98.8, taxonomy Sus_scrofa,Sus_scrofa,Sus_scrofa,Sus_scrofa,Sus_scrofa,Sus_scrofa,Sus_scrofa,Sus_scrofa,Sus_scrofa,Sus_scrofa, consensus Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus_scrofa.
18	asv.18	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Labidesthes;Labidesthes_sicculus, confidences 1;1;1;0.91;0.89;0.67;0.67. No VSEARCH hits at 0.97 identity.
19	asv.19	Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Euthynnus;Euthynnus_affinis	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Euthynnus;Euthynnus_affinis, confidences 1;1;1;1;0.99;0.88;0.88. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits OP057037,AP012946,AB099716,AB103467,NC_005316,KP793738,OP057064,AB105165,KP259551,MK801690, identities 100,100,99.4,98.8,98.8,98.8,98.2,98.2,98.2,98.2, taxonomy Sphyrna_zygaena,Euthynnus_affinis,Euthynnus_alletteratus,Auxis_rochei,Katsuwonus_pelamis,Euthynnus_affinis,Makaira_nigricans,Auxis_rochei,Auxis_thazard,Auxis_thazard, consensus Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae.
20	asv.20	Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Mollusca;Gastropoda;Neogastropoda;Volutidae;Harpovoluta;Harpovoluta_charcoti, confidences 1;0.32;0.32;0.22;0.1;0.1;0.1. No VSEARCH hits at 0.97 identity.
21	asv.21	Eukaryota;Chordata;Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Blenniiformes;Labrisomidae;Neoclinus;Neoclinus_chihiroe, confidences 1;1;0.98;0.35;0.17;0.14;0.14. No VSEARCH hits at 0.97 identity.
22	asv.22	Eukaryota;Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Amphibia;Anura;Bufonidae;Ansonia;Ansonia_endauensis, confidences 1;0.88;0.15;0.14;0.05;0.05;0.05. No VSEARCH hits at 0.97 identity.
23	asv.23	Eukaryota;Chordata;Actinopteri;Beloniformes;Belonidae;Tylosurus;Tylosurus_acus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Beloniformes;Belonidae;Tylosurus;Tylosurus_acus, confidences 1;1;1;1;1;1;0.81. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits LC021296,MH248221, identities 100,97.6, taxonomy Tylosurus_acus,Tylosurus_crocodilus, consensus Eukaryota;Chordata;Actinopteri;Beloniformes;Belonidae;Tylosurus.
24	asv.24	Eukaryota;Chordata;Actinopteri;Beloniformes;Belonidae;Tylosurus;Tylosurus_acus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Beloniformes;Belonidae;Tylosurus;Tylosurus_acus, confidences 1;1;1;1;1;1;0.82. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits LC021296,MH248221, identities 100,97.6, taxonomy Tylosurus_acus,Tylosurus_crocodilus, consensus Eukaryota;Chordata;Actinopteri;Beloniformes;Belonidae;Tylosurus.
25	asv.25	Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Thunnus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Thunnus;Thunnus_thynnus, confidences 1;1;1;1;0.99;0.95;0.51. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits KP259550,KM405517,KY400011,KF925362,AP006034,KF906720,DQ854647,NC_005317,LC377898,KF906721, identities 100,100,100,99.4,98.8,98.8,98.8,98.8,98.8,98.8, taxonomy Thunnus_albacares,Thunnus_atlanticus,Thunnus_obesus,Thunnus_maccoyii,Thunnus_thynnus,Thunnus_thynnus,Thunnus_thynnus,Thunnus_alalunga,Thunnus_orientalis,Thunnus_orientalis, consensus Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Thunnus.
26	asv.26	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Labidesthes;Labidesthes_sicculus, confidences 1;1;1;0.91;0.89;0.67;0.67. No VSEARCH hits at 0.97 identity.
27	asv.27	Eukaryota;Chordata;Actinopteri;Beloniformes;Belonidae;Tylosurus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Beloniformes;Belonidae;Tylosurus;Tylosurus_crocodilus, confidences 1;1;1;1;1;1;0.58. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits LC021296,MH248221, identities 99.4,98.2, taxonomy Tylosurus_acus,Tylosurus_crocodilus, consensus Eukaryota;Chordata;Actinopteri;Beloniformes;Belonidae;Tylosurus.
28	asv.28	Eukaryota;Chordata;Actinopteri;Beloniformes;Belonidae;Tylosurus;Tylosurus_acus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Beloniformes;Belonidae;Tylosurus;Tylosurus_acus, confidences 1;1;1;1;1;1;0.81. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits LC021296,MH248221, identities 100,97.6, taxonomy Tylosurus_acus,Tylosurus_crocodilus, consensus Eukaryota;Chordata;Actinopteri;Beloniformes;Belonidae;Tylosurus.
29	asv.29	Eukaryota;Chordata;Actinopteri;Stomiiformes;Phosichthyidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Stomiiformes;Phosichthyidae;Woodsia;Woodsia_nonsuchae, confidences 1;1;1;1;1;0.59;0.59. No VSEARCH hits at 0.97 identity.
30	asv.30	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus_ocyurus, confidences 1;1;1;1;1;1;0.65. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits KC136578,OP035143,OP057015,KX494866,OP404770,AP011061,KC136522,KC136453,KC136405,KC136565, identities 100,98.3,98.3,98.3,98.3,98.2,98.2,98.2,98.2,98.2, taxonomy Kyphosus_ocyurus,Kyphosus_vaigiensis,Kyphosus_incisor,Kyphosus_bigibbus,Kyphosus_sectatrix,Kyphosus_cinerascens,Kyphosus_sydneyanus,Kyphosus_sydneyanus,Kyphosus_sydneyanus,Kyphosus_elegans, consensus Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus.
31	asv.31	Eukaryota;Chordata;Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Blenniiformes;Labrisomidae;Neoclinus;Neoclinus_chihiroe, confidences 1;1;0.97;0.34;0.16;0.14;0.14. No VSEARCH hits at 0.97 identity.
32	asv.32	Eukaryota;Chordata;Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Blenniiformes;Labrisomidae;Neoclinus;Neoclinus_chihiroe, confidences 1;1;0.93;0.3;0.11;0.1;0.1. No VSEARCH hits at 0.97 identity.
33	asv.33	Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Thunnus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Thunnus;Thunnus_thynnus, confidences 1;1;1;1;0.99;0.97;0.52. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits KP259550,KM405517,KY400011,KF925362,AP006034,KF906720,DQ854647,NC_005317,LC377898,KF906721, identities 100,100,100,99.4,98.8,98.8,98.8,98.8,98.8,98.8, taxonomy Thunnus_albacares,Thunnus_atlanticus,Thunnus_obesus,Thunnus_maccoyii,Thunnus_thynnus,Thunnus_thynnus,Thunnus_thynnus,Thunnus_alalunga,Thunnus_orientalis,Thunnus_orientalis, consensus Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Thunnus.
34	asv.34	Eukaryota;Chordata;Actinopteri;Beloniformes;Belonidae;Tylosurus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Beloniformes;Belonidae;Tylosurus;Tylosurus_crocodilus, confidences 1;1;1;1;1;1;0.62. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits LC021296,MH248221, identities 99.4,98.2, taxonomy Tylosurus_acus,Tylosurus_crocodilus, consensus Eukaryota;Chordata;Actinopteri;Beloniformes;Belonidae;Tylosurus.
35	asv.35	Eukaryota;Chordata;Actinopteri;Beloniformes;Belonidae;Tylosurus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Beloniformes;Belonidae;Tylosurus;Tylosurus_crocodilus, confidences 1;1;1;1;1;1;0.58. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits LC021296,MH248221, identities 99.4,98.2, taxonomy Tylosurus_acus,Tylosurus_crocodilus, consensus Eukaryota;Chordata;Actinopteri;Beloniformes;Belonidae;Tylosurus.
36	asv.36	Eukaryota	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Mollusca;Gastropoda;Neogastropoda;Volutidae;Harpovoluta;Harpovoluta_charcoti, confidences 1;0.35;0.35;0.22;0.1;0.1;0.1. No VSEARCH hits at 0.97 identity.
37	asv.37	Eukaryota;Chordata;Actinopteri;Stomiiformes;Phosichthyidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Stomiiformes;Phosichthyidae;Woodsia;Woodsia_nonsuchae, confidences 1;1;1;1;1;0.59;0.59. No VSEARCH hits at 0.97 identity.
38	asv.38	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Decapterus;Decapterus_macarellus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Decapterus;Decapterus_macarellus, confidences 1;1;1;1;1;0.97;0.83. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits KM986880,OP057048,LC649155,LC645286,LC277967,LC277956,MT818506,AB969924,LC036987,MZ597959, identities 100,98.8,98.8,98.2,98.2,98.2,97.6,97.6,97,97, taxonomy Decapterus_macarellus,Gymnomuraena_zebra,Decapterus_muroadsi,Decapterus_macrosoma,Decapterus_smithvanizi,Decapterus_kurroides,Decapterus_maruadsi,Decapterus_macrosoma,Decapterus_russelli,Decapterus_russelli, consensus Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Decapterus.
39	asv.39	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus_ocyurus, confidences 1;1;1;1;1;1;0.65. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits KC136578,OP035143,OP057015,KX494866,OP404770,AP011061,KC136522,KC136453,KC136405,KC136565, identities 100,98.3,98.3,98.3,98.3,98.2,98.2,98.2,98.2,98.2, taxonomy Kyphosus_ocyurus,Kyphosus_vaigiensis,Kyphosus_incisor,Kyphosus_bigibbus,Kyphosus_sectatrix,Kyphosus_cinerascens,Kyphosus_sydneyanus,Kyphosus_sydneyanus,Kyphosus_sydneyanus,Kyphosus_elegans, consensus Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus.
40	asv.40	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Elagatis;Elagatis_bipinnulata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Elagatis;Elagatis_bipinnulata, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits KT824759,AB969993, identities 100,99.4, taxonomy Elagatis_bipinnulata,Elagatis_bipinnulata, consensus Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Elagatis;Elagatis_bipinnulata.
41	asv.41	Eukaryota;Chordata;Actinopteri;Stomiiformes;Phosichthyidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Stomiiformes;Phosichthyidae;Woodsia;Woodsia_nonsuchae, confidences 1;1;1;0.99;0.99;0.61;0.61. No VSEARCH hits at 0.97 identity.
42	asv.42	Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Balistidae;Melichthys	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Balistidae;Melichthys;Melichthys_vidua, confidences 1;1;1;1;1;1;0.65. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits OP035247,EU108803,AP009207,MZ598269, identities 100,100,99.4,99.4, taxonomy Melichthys_niger,Melichthys_vidua,Melichthys_vidua,Melichthys_niger, consensus Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Balistidae;Melichthys.
43	asv.43	Eukaryota;Chordata;Actinopteri;Tetraodontiformes	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Monacanthidae;Cantherhines;Cantherhines_macrocerus, confidences 1;1;1;1;0.23;0.23;0.23. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits AP009206,KT600951,KT600947, identities 100,100,100, taxonomy Canthidermis_maculata,Canthidermis_sufflamen,Cantherhines_macrocerus, consensus Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Balistidae;Canthidermis.
44	asv.44	Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Entomacrodus;Entomacrodus_chiostictus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Entomacrodus;Entomacrodus_chiostictus, confidences 1;1;1;1;1;1;0.96. No VSEARCH hits at 0.97 identity.
45	asv.45	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Thalassoma;Thalassoma_lucasanum	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Thalassoma;Thalassoma_lucasanum, confidences 1;1;1;1;1;1;0.86. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits KY815348,KY815342,AY279650,LC499310,KY815346,KY815279,OP056853,AY279651,MZ598270,KY815347, identities 100,98.2,98.2,98.2,97.6,97.6,97.6,97.6,97.6,97, taxonomy Thalassoma_lucasanum,Thalassoma_amblycephalum,Thalassoma_bifasciatum,Thalassoma_lunare,Thalassoma_hardwicke,Gomphosus_caeruleus,Thalassoma_bifasciatum,Thalassoma_lunare,Thalassoma_quinquevittatum,Thalassoma_jansenii, consensus Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Thalassoma.
46	asv.46	Eukaryota;Chordata;Actinopteri;Beloniformes;Belonidae;Tylosurus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Beloniformes;Belonidae;Tylosurus;Tylosurus_crocodilus, confidences 1;1;1;1;1;1;0.58. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits LC021296,MH248221, identities 99.4,98.2, taxonomy Tylosurus_acus,Tylosurus_crocodilus, consensus Eukaryota;Chordata;Actinopteri;Beloniformes;Belonidae;Tylosurus.
47	asv.47	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Decapterus;Decapterus_macarellus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Decapterus;Decapterus_macarellus, confidences 1;1;1;1;1;0.97;0.84. Confirmation with VSEARCH against the 12S_mimammal_ncbi_CRABS_202311 database at 0.97 similarity: hits KM986880,OP057048,LC649155,LC645286,LC277967,LC277956,MT818506,AB969924,LC036987,MZ597959, identities 100,98.8,98.8,98.2,98.2,98.2,97.6,97.6,97,97, taxonomy Decapterus_macarellus,Gymnomuraena_zebra,Decapterus_muroadsi,Decapterus_macrosoma,Decapterus_smithvanizi,Decapterus_kurroides,Decapterus_maruadsi,Decapterus_macrosoma,Decapterus_russelli,Decapterus_russelli, consensus Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Decapterus.
48	asv.48	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachinotus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachinotus;Trachinotus_baillonii, confidences 1;1;0.99;0.94;0.94;0.94;0.58. No VSEARCH hits at 0.97 identity.
49	asv.49	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Labidesthes;Labidesthes_sicculus, confidences 1;1;1;0.93;0.92;0.66;0.66. No VSEARCH hits at 0.97 identity.
