organismQuantity	occurrenceStatus	recordedBy	samplingProtocol	sampleSizeValue	organismQuantityType	sampleSizeUnit	kingdom	phylum	class	order	family	genus	scientificName	scientificNameID	taxonRank	identificationRemarks	occurrenceID	materialSampleID
18345	present	Hugo Gante	eDNA expeditions citizen science sampling	93263	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Aves	Pelecaniformes	Phalacrocoracidae	Phalacrocorax	Phalacrocorax	urn:lsid:marinespecies.org:taxname:137054	genus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Aves;Pelecaniformes;Phalacrocoracidae;Phalacrocorax;Phalacrocorax_brasilianus, confidences 1;1;1;0.99;0.98;0.98;0.43. No VSEARCH hits at 0.97 identity.	asv.6_EE0018	EE0018
14688	present	Hugo Gante	eDNA expeditions citizen science sampling	25107	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits JQ446410,KJ801473,JN160804,KY748238,DQ867014,HM246152,HM246151,KM978387,JF339215,JF339214, identities 100,100,100,100,100,100,100,100,100,100, taxonomy Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Panstrongylus_lignarius,Gallus_gallus,Thrips_alliorum,Echinothrips_americanus,Akabosia_matsudoensis,Physarum_xylophilum,Perichaena_chrysosperma, consensus Eukaryota.	asv.1_EE0008	EE0008
12432	present	Hugo Gante	eDNA expeditions citizen science sampling	79842	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes	Nototheniidae		Nototheniidae	urn:lsid:marinespecies.org:taxname:151404	family	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Perciformes;Nototheniidae;Trematomus;Trematomus_scotti, confidences 1;1;1;1;1;0.64;0.64. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits AF145416,FJ647668,AY520129,FJ647644,U27524,FJ647656,FJ647654,FJ647649,U27528,FJ647670, identities 99.2,98.9,98.5,98.5,98.1,98.1,98.1,98.1,98.1,97.7, taxonomy Indonotothenia_cyanobrancha,Trematomus_scotti,Trematomus_scotti,Trematomus_eulepidotus,Trematomus_loennbergii,Trematomus_nicolai,Trematomus_newnesi,Trematomus_lepidorhinus,Trematomus_scotti,Trematomus_tokarevi, consensus Eukaryota;Chordata;Actinopteri;Perciformes;Nototheniidae;Trematomus.	asv.3_EE0013	EE0013
11835	present	Hugo Gante	eDNA expeditions citizen science sampling	583981	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Aves	Procellariiformes	Procellariidae		Procellariidae	urn:lsid:marinespecies.org:taxname:136998	family	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Aves;Procellariiformes;Procellariidae;Pagodroma;Pagodroma_nivea, confidences 1;1;1;0.87;0.84;0.43;0.43. No VSEARCH hits at 0.97 identity.	asv.7_EE0010	EE0010
10920	present	Hugo Gante	eDNA expeditions citizen science sampling	583981	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Carnivora	Phocidae	Mirounga	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	species	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Carnivora;Phocidae;Mirounga;Mirounga_leonina, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits AY377389,AM181023, identities 99.6,98.8, taxonomy Mirounga_leonina,Mirounga_leonina, consensus Eukaryota;Chordata;Mammalia;Carnivora;Phocidae;Mirounga;Mirounga_leonina.	asv.8_EE0010	EE0010
10906	present	Hugo Gante	eDNA expeditions citizen science sampling	427091	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;0.99;0.99;0.99;0.99;0.99;0.99. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits JQ446410,KJ801473,JN160804,KY748238,DQ867014,HM246152,HM246151,KM978387,JF339215,JF339214, identities 99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6, taxonomy Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Panstrongylus_lignarius,Gallus_gallus,Thrips_alliorum,Echinothrips_americanus,Akabosia_matsudoensis,Physarum_xylophilum,Perichaena_chrysosperma, consensus Eukaryota.	asv.5_EE0007	EE0007
10418	present	Hugo Gante	eDNA expeditions citizen science sampling	93263	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes	Nototheniidae		Nototheniidae	urn:lsid:marinespecies.org:taxname:151404	family	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Perciformes;Nototheniidae;Trematomus;Trematomus_scotti, confidences 1;1;1;1;1;0.64;0.64. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits AF145416,FJ647668,AY520129,FJ647644,U27524,FJ647656,FJ647654,FJ647649,U27528,FJ647670, identities 99.2,98.9,98.5,98.5,98.1,98.1,98.1,98.1,98.1,97.7, taxonomy Indonotothenia_cyanobrancha,Trematomus_scotti,Trematomus_scotti,Trematomus_eulepidotus,Trematomus_loennbergii,Trematomus_nicolai,Trematomus_newnesi,Trematomus_lepidorhinus,Trematomus_scotti,Trematomus_tokarevi, consensus Eukaryota;Chordata;Actinopteri;Perciformes;Nototheniidae;Trematomus.	asv.3_EE0018	EE0018
8744	present	Hugo Gante	eDNA expeditions citizen science sampling	64567	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes	Nototheniidae		Nototheniidae	urn:lsid:marinespecies.org:taxname:151404	family	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Perciformes;Nototheniidae;Trematomus;Trematomus_scotti, confidences 1;1;1;1;1;0.64;0.64. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits AF145416,FJ647668,AY520129,FJ647644,U27524,FJ647656,FJ647654,FJ647649,U27528,FJ647670, identities 99.2,98.9,98.5,98.5,98.1,98.1,98.1,98.1,98.1,97.7, taxonomy Indonotothenia_cyanobrancha,Trematomus_scotti,Trematomus_scotti,Trematomus_eulepidotus,Trematomus_loennbergii,Trematomus_nicolai,Trematomus_newnesi,Trematomus_lepidorhinus,Trematomus_scotti,Trematomus_tokarevi, consensus Eukaryota;Chordata;Actinopteri;Perciformes;Nototheniidae;Trematomus.	asv.3_EE0016	EE0016
7970	present	Hugo Gante	eDNA expeditions citizen science sampling	54236	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes	Nototheniidae		Nototheniidae	urn:lsid:marinespecies.org:taxname:151404	family	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Perciformes;Nototheniidae;Trematomus;Trematomus_scotti, confidences 1;1;1;1;1;0.64;0.64. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits AF145416,FJ647668,AY520129,FJ647644,U27524,FJ647656,FJ647654,FJ647649,U27528,FJ647670, identities 99.2,98.9,98.5,98.5,98.1,98.1,98.1,98.1,98.1,97.7, taxonomy Indonotothenia_cyanobrancha,Trematomus_scotti,Trematomus_scotti,Trematomus_eulepidotus,Trematomus_loennbergii,Trematomus_nicolai,Trematomus_newnesi,Trematomus_lepidorhinus,Trematomus_scotti,Trematomus_tokarevi, consensus Eukaryota;Chordata;Actinopteri;Perciformes;Nototheniidae;Trematomus.	asv.3_EE0015	EE0015
7206	present	Hugo Gante	eDNA expeditions citizen science sampling	357931	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates			Primates	urn:lsid:marinespecies.org:taxname:1455974	order	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Cercopithecidae;Lophocebus;Lophocebus_aterrimus, confidences 1;0.98;0.97;0.95;0.5;0.22;0.22. No VSEARCH hits at 0.97 identity.	asv.9_EE0014	EE0014
5612	present	Hugo Gante	eDNA expeditions citizen science sampling	357931	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus	urn:lsid:marinespecies.org:taxname:1506689	species	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Carnivora;Canidae;Canis;Canis_lupus, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits MZ042346,KT168382,MZ042325,KU696408,KU696406,LC520091,DQ480503,AB499820,KJ637084,AY656742, identities 100,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.2, taxonomy Canis_lupus,Canis_lupus,Canis_lupus,Canis_lupus,Canis_lupus,Canis_lupus,Canis_lupus,Canis_lupus,Canis_lupus,Canis_lupus, consensus Eukaryota;Chordata;Mammalia;Carnivora;Canidae;Canis;Canis_lupus.	asv.10_EE0014	EE0014
4148	present	Hugo Gante	eDNA expeditions citizen science sampling	583981	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Aves	Sphenisciformes	Spheniscidae	Pygoscelis	Pygoscelis papua	urn:lsid:marinespecies.org:taxname:225777	species	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Aves;Sphenisciformes;Spheniscidae;Pygoscelis;Pygoscelis_papua, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits DQ137151,MZ571463, identities 100,99.2, taxonomy Pygoscelis_papua,Pygoscelis_papua, consensus Eukaryota;Chordata;Aves;Sphenisciformes;Spheniscidae;Pygoscelis;Pygoscelis_papua.	asv.14_EE0010	EE0010
4041	present	Hugo Gante	eDNA expeditions citizen science sampling	25107	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;0.94;0.94;0.94;0.94;0.94;0.94. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits JQ446410,KJ801473,JN160804,KY748238,DQ867014,HM246152,HM246151,KM978387,JF339215,JF339214, identities 99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6, taxonomy Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Panstrongylus_lignarius,Gallus_gallus,Thrips_alliorum,Echinothrips_americanus,Akabosia_matsudoensis,Physarum_xylophilum,Perichaena_chrysosperma, consensus Eukaryota.	asv.11_EE0008	EE0008
4040	present	Hugo Gante	eDNA expeditions citizen science sampling	583981	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits JQ446410,KJ801473,JN160804,KY748238,DQ867014,HM246152,HM246151,KM978387,JF339215,JF339214, identities 100,100,100,100,100,100,100,100,100,100, taxonomy Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Panstrongylus_lignarius,Gallus_gallus,Thrips_alliorum,Echinothrips_americanus,Akabosia_matsudoensis,Physarum_xylophilum,Perichaena_chrysosperma, consensus Eukaryota.	asv.1_EE0010	EE0010
3647	present	Hugo Gante	eDNA expeditions citizen science sampling	583981	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Teleostei	Perciformes	Nototheniidae		Nototheniidae	urn:lsid:marinespecies.org:taxname:151404	family	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Perciformes;Nototheniidae;Trematomus;Trematomus_scotti, confidences 1;1;1;1;1;0.64;0.64. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits AF145416,FJ647668,AY520129,FJ647644,U27524,FJ647656,FJ647654,FJ647649,U27528,FJ647670, identities 99.2,98.9,98.5,98.5,98.1,98.1,98.1,98.1,98.1,97.7, taxonomy Indonotothenia_cyanobrancha,Trematomus_scotti,Trematomus_scotti,Trematomus_eulepidotus,Trematomus_loennbergii,Trematomus_nicolai,Trematomus_newnesi,Trematomus_lepidorhinus,Trematomus_scotti,Trematomus_tokarevi, consensus Eukaryota;Chordata;Actinopteri;Perciformes;Nototheniidae;Trematomus.	asv.3_EE0010	EE0010
3193	present	Hugo Gante	eDNA expeditions citizen science sampling	357931	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;0.87;0.87;0.87;0.87;0.87;0.87. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits JQ446410,KJ801473,JN160804,KY748238,DQ867014,HM246152,HM246151,KM978387,JF339215,JF339214, identities 99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6, taxonomy Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Panstrongylus_lignarius,Gallus_gallus,Thrips_alliorum,Echinothrips_americanus,Akabosia_matsudoensis,Physarum_xylophilum,Perichaena_chrysosperma, consensus Eukaryota.	asv.16_EE0014	EE0014
2915	present	Hugo Gante	eDNA expeditions citizen science sampling	357931	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia				Mammalia	urn:lsid:marinespecies.org:taxname:1837	class	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Cercopithecidae;Macaca;Macaca_sinica, confidences 1;0.92;0.92;0.78;0.64;0.3;0.19. No VSEARCH hits at 0.97 identity.	asv.12_EE0014	EE0014
2855	present	Hugo Gante	eDNA expeditions citizen science sampling	357931	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits AM260587,JQ446410,KJ801473,JN160804,KY748238,MN540482,DQ867014,HM246152,HM246151,KM978387, identities 100,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6,99.6, taxonomy Homo_sapiens,Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Panstrongylus_lignarius,Homo_sapiens,Gallus_gallus,Thrips_alliorum,Echinothrips_americanus,Akabosia_matsudoensis, consensus Eukaryota.	asv.15_EE0014	EE0014
2680	present	Hugo Gante	eDNA expeditions citizen science sampling	357931	DNA Sequence reads	DNA Sequence reads	Eukaryota						Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Porifera;Demospongiae;Suberitida;Halichondriidae;Halichondria;Halichondria_okadai, confidences 1;0.03;0.03;0.03;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.	asv.437_EE0014	EE0014
2655	present	Hugo Gante	eDNA expeditions citizen science sampling	357931	DNA Sequence reads	DNA Sequence reads	Eukaryota						Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Cynoglossidae;Cynoglossus;Cynoglossus_lingua, confidences 1;0.69;0.41;0.03;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.	asv.145_EE0014	EE0014
2475	present	Hugo Gante	eDNA expeditions citizen science sampling	93263	DNA Sequence reads	DNA Sequence reads	Eukaryota						Incertae sedis	urn:lsid:marinespecies.org:taxname:12	kingdom	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Arthropoda;Arachnida;Amblypygi;Phrynidae;Phrynus;Phrynus_longipes, confidences 1;0.5;0.09;0.06;0.06;0.06;0.06. No VSEARCH hits at 0.97 identity.	asv.434_EE0018	EE0018
2460	present	Hugo Gante	eDNA expeditions citizen science sampling	583981	DNA Sequence reads	DNA Sequence reads	Animalia	Chordata	Mammalia	Carnivora	Phocidae	Mirounga	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	species	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Carnivora;Phocidae;Mirounga;Mirounga_leonina, confidences 1;1;1;1;1;1;0.98. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits AY377389,AM181023,AY377388, identities 99.2,99.2,97.5, taxonomy Mirounga_leonina,Mirounga_leonina,Mirounga_angustirostris, consensus Eukaryota;Chordata;Mammalia;Carnivora;Phocidae;Mirounga;Mirounga_leonina.	asv.26_EE0010	EE0010
