asv	sum.taxonomy	identificationRemarks
11	asv.11	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Siluriformes	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Siluriformes;f__Ariidae;g__Arius;s__Arius_maculatus, confidences 1;1;1;0.98;0.92;0.53;0.19;0.06. No VSEARCH hits at 0.97 identity.
12	asv.12	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Siluriformes;f__Ariidae;g__Occidentarius;s__Occidentarius_platypogon, confidences 1;0.96;0.96;0.85;0.59;0.19;0.09;0.09. No VSEARCH hits at 0.97 identity.
13	asv.13	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Clupeidae;g__Escualosa;s__Escualosa_thoracata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Clupeidae;g__Escualosa;s__Escualosa_thoracata, confidences 1;1;1;1;1;1;0.99;0.99. No VSEARCH hits at 0.97 identity.
14	asv.14	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Syngnathiformes;f__Syngnathidae;g__Oostethus;s__Oostethus_manadensis, confidences 1;1;1;0.78;0.09;0.09;0.08;0.06. No VSEARCH hits at 0.97 identity.
15	asv.15	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Siluriformes	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Siluriformes;f__Ariidae;g__Occidentarius;s__Occidentarius_platypogon, confidences 1;1;0.98;0.92;0.85;0.66;0.53;0.53. No VSEARCH hits at 0.97 identity.
16	asv.16	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;0.98;0.97;0.78;0.74;0.73;0.54;0.54. No VSEARCH hits at 0.97 identity.
17	asv.17	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Rodentia;f__Spalacidae;g__Nannospalax;s__Nannospalax_ceyhanus, confidences 1;0.98;0.87;0.53;0.22;0.12;0.04;0.02. No VSEARCH hits at 0.97 identity.
18	asv.18	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Chondrichthyes;o__Torpediniformes;f__Narcinidae;g__Narcine;s__Narcine_entemedor, confidences 1;1;0.92;0.14;0.04;0.03;0.03;0.03. No VSEARCH hits at 0.97 identity.
19	asv.19	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Engraulidae;g__Thryssa;s__Thryssa_baelama, confidences 1;1;1;0.8;0.41;0.36;0.35;0.18. No VSEARCH hits at 0.97 identity.
20	asv.20	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;0.97;0.75;0.62;0.53;0.42;0.42. No VSEARCH hits at 0.97 identity.
21	asv.21	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;0.85;0.74;0.68;0.53;0.53. No VSEARCH hits at 0.97 identity.
22	asv.22	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;0.99;0.89;0.88;0.88;0.82;0.82. No VSEARCH hits at 0.97 identity.
23	asv.23	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Engraulidae;g__Setipinna;s__Setipinna_taty	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Engraulidae;g__Setipinna;s__Setipinna_taty, confidences 1;1;1;1;1;1;0.96;0.96. No VSEARCH hits at 0.97 identity.
24	asv.24	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Engraulidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Engraulidae;g__Thryssa;s__Thryssa_mystax, confidences 1;1;1;0.96;0.93;0.93;0.71;0.53. No VSEARCH hits at 0.97 identity.
25	asv.25	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Atheriniformes;f__Atherinidae;g__Atherinomorus;s__Atherinomorus_lacunosus, confidences 1;0.99;0.92;0.54;0.02;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.
26	asv.26	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Siluriformes	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Siluriformes;f__Ariidae;g__Occidentarius;s__Occidentarius_platypogon, confidences 1;1;1;0.88;0.8;0.45;0.18;0.18. No VSEARCH hits at 0.97 identity.
27	asv.27	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;0.89;0.8;0.8;0.75;0.75. No VSEARCH hits at 0.97 identity.
28	asv.28	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;0.85;0.79;0.79;0.73;0.73. No VSEARCH hits at 0.97 identity.
29	asv.29	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;0.81;0.73;0.69;0.57;0.57. No VSEARCH hits at 0.97 identity.
30	asv.30	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__undef_Cypriniformes;g__undef_undef_Cypriniformes;s__Ctenopharyngodon_idella_x_Megalobrama_amblycephala, confidences 1;1;1;1;0.99;0.12;0.12;0.01. No VSEARCH hits at 0.97 identity.
31	asv.31	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;0.78;0.73;0.73;0.66;0.66. No VSEARCH hits at 0.97 identity.
32	asv.32	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;0.87;0.8;0.8;0.65;0.65. No VSEARCH hits at 0.97 identity.
33	asv.33	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__undef_Actinopteri;f__Sciaenidae;g__Bahaba;s__Bahaba_taipingensis, confidences 1;0.98;0.8;0.67;0.25;0.25;0.1;0.1. No VSEARCH hits at 0.97 identity.
34	asv.34	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;0.82;0.78;0.78;0.72;0.72. No VSEARCH hits at 0.97 identity.
35	asv.35	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;0.87;0.86;0.79;0.72;0.72. No VSEARCH hits at 0.97 identity.
36	asv.36	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;0.96;0.76;0.72;0.72;0.68;0.68. No VSEARCH hits at 0.97 identity.
37	asv.37	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;0.95;0.94;0.78;0.75;0.73;0.67;0.67. No VSEARCH hits at 0.97 identity.
38	asv.38	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;0.96;0.95;0.79;0.78;0.77;0.59;0.59. No VSEARCH hits at 0.97 identity.
39	asv.39	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;0.97;0.8;0.72;0.71;0.57;0.57. No VSEARCH hits at 0.97 identity.
40	asv.40	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;0.93;0.91;0.91;0.78;0.78. No VSEARCH hits at 0.97 identity.
41	asv.41	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;0.92;0.89;0.88;0.82;0.82. No VSEARCH hits at 0.97 identity.
42	asv.42	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;0.89;0.83;0.78;0.74;0.74. No VSEARCH hits at 0.97 identity.
43	asv.43	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;0.99;0.8;0.73;0.73;0.68;0.68. No VSEARCH hits at 0.97 identity.
44	asv.44	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;0.88;0.83;0.83;0.74;0.74. No VSEARCH hits at 0.97 identity.
45	asv.45	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Engraulidae;g__Coilia;s__Coilia_dussumieri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Engraulidae;g__Coilia;s__Coilia_dussumieri, confidences 1;1;1;1;0.99;0.99;0.98;0.98. No VSEARCH hits at 0.97 identity.
46	asv.46	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;0.88;0.76;0.75;0.69;0.69. No VSEARCH hits at 0.97 identity.
47	asv.47	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;0.99;0.95;0.93;0.93;0.55;0.55. No VSEARCH hits at 0.97 identity.
48	asv.48	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;0.99;0.85;0.76;0.76;0.64;0.64. No VSEARCH hits at 0.97 identity.
49	asv.49	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;0.87;0.76;0.76;0.65;0.65. No VSEARCH hits at 0.97 identity.
50	asv.50	sk__Eukaryota;k__Metazoa;p__Chordata;c__Aves;o__Galliformes;f__Phasianidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Aves;o__Galliformes;f__Phasianidae;g__Gallus;s__Gallus_varius, confidences 1;1;1;0.89;0.87;0.8;0.66;0.33. No VSEARCH hits at 0.97 identity.
51	asv.51	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Hoplichthyidae;g__Hoplichthys;s__Hoplichthys_gilberti, confidences 1;1;0.96;0.82;0.06;0.01;0.01;0.01. No VSEARCH hits at 0.97 identity.
52	asv.52	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Pristigasteridae;g__Ilisha;s__Ilisha_macrogaster, confidences 1;1;0.98;0.73;0.41;0.12;0.1;0.05. No VSEARCH hits at 0.97 identity.
53	asv.53	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Pempheriformes;f__Pentacerotidae;g__Histiopterus;s__Histiopterus_typus, confidences 1;0.98;0.95;0.65;0.02;0.02;0.02;0.02. No VSEARCH hits at 0.97 identity.
54	asv.54	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Engraulidae;g__Setipinna;s__Setipinna_tenuifilis	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Engraulidae;g__Setipinna;s__Setipinna_tenuifilis, confidences 1;1;0.98;0.98;0.93;0.91;0.84;0.8. No VSEARCH hits at 0.97 identity.
55	asv.55	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Centrarchidae;g__Lepomis;s__Lepomis_megalotis, confidences 1;0.96;0.8;0.44;0.07;0.07;0.07;0.07. No VSEARCH hits at 0.97 identity.
56	asv.56	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Tetraodontiformes;f__Monacanthidae;g__Meuschenia;s__Meuschenia_hippocrepis, confidences 1;1;0.95;0.8;0.12;0.08;0.01;0.01. No VSEARCH hits at 0.97 identity.
57	asv.57	sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Odontobutidae;g__Perccottus;s__Perccottus_glenii, confidences 1;1;0.95;0.82;0.17;0.04;0.01;0.01. No VSEARCH hits at 0.97 identity.
58	asv.58	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;0.9;0.85;0.84;0.74;0.74. No VSEARCH hits at 0.97 identity.
59	asv.59	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;0.89;0.83;0.83;0.72;0.72. No VSEARCH hits at 0.97 identity.
60	asv.60	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;0.99;0.96;0.83;0.75;0.75;0.73;0.73. No VSEARCH hits at 0.97 identity.
61	asv.61	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;0.98;0.96;0.85;0.79;0.79;0.73;0.73. No VSEARCH hits at 0.97 identity.
62	asv.62	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Spariformes;f__Sparidae;g__Rhabdosargus;s__Rhabdosargus_sarba, confidences 1;1;0.91;0.72;0.16;0.16;0.08;0.08. No VSEARCH hits at 0.97 identity.
63	asv.63	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;0.85;0.78;0.76;0.63;0.63. No VSEARCH hits at 0.97 identity.
64	asv.64	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;0.96;0.83;0.77;0.77;0.75;0.75. No VSEARCH hits at 0.97 identity.
65	asv.65	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;0.84;0.75;0.73;0.7;0.7. No VSEARCH hits at 0.97 identity.
66	asv.66	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;0.87;0.84;0.83;0.7;0.7. No VSEARCH hits at 0.97 identity.
67	asv.67	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;0.81;0.77;0.75;0.71;0.71. No VSEARCH hits at 0.97 identity.
68	asv.68	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;0.9;0.8;0.8;0.77;0.77. No VSEARCH hits at 0.97 identity.
69	asv.69	sk__Eukaryota;k__Metazoa;p__Chordata	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Actinopteri;o__Clupeiformes;f__Engraulidae;g__Setipinna;s__Setipinna_tenuifilis, confidences 1;1;0.97;0.71;0.14;0.08;0.03;0.01. No VSEARCH hits at 0.97 identity.
70	asv.70	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;0.99;0.87;0.77;0.75;0.72;0.72. No VSEARCH hits at 0.97 identity.
71	asv.71	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;0.99;0.98;0.89;0.82;0.72;0.7;0.7. No VSEARCH hits at 0.97 identity.
72	asv.72	sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia	Identification based on the RDP classifier at the confidence level 0.8: taxonomy sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo_sapiens, confidences 1;1;1;0.89;0.75;0.71;0.67;0.67. No VSEARCH hits at 0.97 identity.
